row_id,land_cover_id,main_id,name,year,modis_land_cover,esa_land_cover
landcover-7001a391-2021-1,ON-MAIN-7001a391,ON-MAIN-7001a391,McCreedy West,2021,Woody Savannas,Bare/Sparse Vegetation
landcover-9a34108c-2021-1,ON-MAIN-9a34108c,ON-MAIN-9a34108c,Victoria,2021,Woody Savannas,Tree Cover
landcover-6bd6cc80-2021-1,ON-MAIN-6bd6cc80,ON-MAIN-6bd6cc80,Kingston Operation,2021,Urban & Built-up,Built-up
landcover-017a6137-2021-1,SK-MAIN-017a6137,SK-MAIN-017a6137,Wynyard,2021,Croplands,Grassland
landcover-a832fb0a-2021-1,MB-MAIN-a832fb0a,MB-MAIN-a832fb0a,East Wekusko - Snow Lake,2021,Water,Tree Cover
landcover-12730593-2021-1,BC-MAIN-12730593,BC-MAIN-12730593,Kutcho,2021,Woody Savannas,Tree Cover
landcover-575c5e66-2021-1,ON-MAIN-575c5e66,ON-MAIN-575c5e66,Ontario Spoke,2021,Urban & Built-up,Tree Cover
landcover-6b998583-2021-1,ON-MAIN-6b998583,ON-MAIN-6b998583,Markham lithium reprocessing facility,2021,Urban & Built-up,Built-up
landcover-0414a373-2021-1,QC-MAIN-0414a373,QC-MAIN-0414a373,Lithion St-Bruno,2021,Urban & Built-up,Built-up
landcover-35d0dc71-2021-1,AB-MAIN-35d0dc71,AB-MAIN-35d0dc71,Boardwalk,2021,Woody Savannas,Grassland
landcover-a2c6775d-2021-1,QC-MAIN-a2c6775d,QC-MAIN-a2c6775d,La Loutre,2021,Deciduous Broadleaf Forest,Tree Cover
landcover-c7247100-2021-1,BC-MAIN-c7247100,BC-MAIN-c7247100,Driftwood Creek,2021,Evergreen Needleleaf Forest,Tree Cover
landcover-8e62bfbc-2021-1,NU-MAIN-8e62bfbc,NU-MAIN-8e62bfbc,High Lake,2021,Grasslands,Moss & Lichen
landcover-1ef8af2c-2021-1,NU-MAIN-1ef8af2c,NU-MAIN-1ef8af2c,Izok Lake,2021,Permanent Wetlands,Permanent Water Bodies
landcover-b1d981ca-2021-1,ON-MAIN-b1d981ca,ON-MAIN-b1d981ca,Crean Hill,2021,Woody Savannas,Tree Cover
landcover-54b7e152-2021-1,ON-MAIN-54b7e152,ON-MAIN-54b7e152,Shakespeare,2021,Deciduous Broadleaf Forest,Tree Cover
landcover-aa793d35-2021-1,QC-MAIN-aa793d35,QC-MAIN-aa793d35,Dumont Nickel,2021,Woody Savannas,Grassland
landcover-649d2873-2021-1,QC-MAIN-649d2873,QC-MAIN-649d2873,Niobec Converter,2021,Savannas,Bare/Sparse Vegetation
landcover-a555d9b9-2021-1,QC-MAIN-a555d9b9,QC-MAIN-a555d9b9,Niobec,2021,Savannas,Built-up
landcover-c1e4dee0-2021-1,NB-MAIN-c1e4dee0,NB-MAIN-c1e4dee0,Battery Hill,2021,Croplands,Cropland
landcover-f021107e-2021-1,NL-MAIN-f021107e,NL-MAIN-f021107e,Point Rousse,2021,Mixed Forests,Bare/Sparse Vegetation
landcover-615ebdb4-2021-1,QC-MAIN-615ebdb4,QC-MAIN-615ebdb4,Lac Guéret (Uatnan),2021,Woody Savannas,Tree Cover
landcover-470b504b-2021-1,ON-MAIN-470b504b,ON-MAIN-470b504b,Ottawa Plant,2021,Urban & Built-up,Grassland
landcover-4e0734b5-2021-1,ON-MAIN-4e0734b5,ON-MAIN-4e0734b5,Fox Complex,2021,Woody Savannas,Bare/Sparse Vegetation
landcover-d9e2f362-2021-1,BC-MAIN-d9e2f362,BC-MAIN-d9e2f362,Richmond,2021,Urban & Built-up,Built-up
landcover-237d67c1-2021-1,QC-MAIN-237d67c1,QC-MAIN-237d67c1,Lac Rainy Graphite,2021,Savannas,Tree Cover
landcover-752fbcae-2021-1,YT-MAIN-752fbcae,YT-MAIN-752fbcae,Minto,2021,Savannas,Built-up
landcover-eb73fd68-2021-1,QC-MAIN-eb73fd68,QC-MAIN-eb73fd68,Nemaska lithium conversion facility,2021,Croplands,Grassland
landcover-9d41d417-2021-1,QC-MAIN-9d41d417,QC-MAIN-9d41d417,Whabouchi,2021,Savannas,Grassland
landcover-2bb07cd3-2021-1,ON-MAIN-2bb07cd3,ON-MAIN-2bb07cd3,River Valley,2021,Deciduous Broadleaf Forest,Tree Cover
landcover-aa76f6f2-2021-1,BC-MAIN-aa76f6f2,BC-MAIN-aa76f6f2,New Afton,2021,Grasslands,Grassland
landcover-0aadf28f-2021-1,ON-MAIN-0aadf28f,ON-MAIN-0aadf28f,Rainy River,2021,Grasslands,Bare/Sparse Vegetation
landcover-1c674cd0-2021-1,ON-MAIN-1c674cd0,ON-MAIN-1c674cd0,Borden,2021,Woody Savannas,Bare/Sparse Vegetation
landcover-857b7b89-2021-1,BC-MAIN-857b7b89,BC-MAIN-857b7b89,Brucejack,2021,Grasslands,Tree Cover
landcover-c720b195-2021-1,BC-MAIN-c720b195,BC-MAIN-c720b195,GJ,2021,Grasslands,Grassland
landcover-8629a493-2021-1,ON-MAIN-8629a493,ON-MAIN-8629a493,Hollinger,2021,Urban & Built-up,Bare/Sparse Vegetation
landcover-538513cd-2021-1,ON-MAIN-538513cd,ON-MAIN-538513cd,Hoyle Pond,2021,Grasslands,Built-up
landcover-fefeaee4-2021-1,ON-MAIN-fefeaee4,ON-MAIN-fefeaee4,Musselwhite,2021,Woody Savannas,Bare/Sparse Vegetation
landcover-3b3e5365-2021-1,ON-MAIN-3b3e5365,ON-MAIN-3b3e5365,Porcupine,2021,Grasslands,Bare/Sparse Vegetation
landcover-8eb8be0d-2021-1,BC-MAIN-8eb8be0d,BC-MAIN-8eb8be0d,Red Chris,2021,Woody Savannas,Tree Cover
landcover-6dc537e6-2021-1,QC-MAIN-6dc537e6,QC-MAIN-6dc537e6,Éléonore,2021,Permanent Wetlands,Bare/Sparse Vegetation
landcover-b4655afb-2021-1,BC-MAIN-b4655afb,BC-MAIN-b4655afb,Galore Creek,2021,Permanent Wetlands,Tree Cover
landcover-3012889c-2021-1,SK-MAIN-3012889c,SK-MAIN-3012889c,Rook I,2021,Savannas,Tree Cover
landcover-1910d1c3-2021-1,YT-MAIN-1910d1c3,YT-MAIN-1910d1c3,Nickel Shaw,2021,Grasslands,Bare/Sparse Vegetation
landcover-288718a6-2021-1,QC-MAIN-288718a6,QC-MAIN-288718a6,Crevier,2021,Mixed Forests,Tree Cover
landcover-b3681e03-2021-1,NT-MAIN-b3681e03,NT-MAIN-b3681e03,Prairie Creek,2021,Savannas,Bare/Sparse Vegetation
landcover-265a57f6-2021-1,BC-MAIN-265a57f6,BC-MAIN-265a57f6,Kwanika,2021,Woody Savannas,Tree Cover
landcover-f58cc895-2021-1,NB-MAIN-f58cc895,NB-MAIN-f58cc895,Sisson,2021,Mixed Forests,Tree Cover
landcover-8b86d975-2021-1,ON-MAIN-8b86d975,ON-MAIN-8b86d975,Bissett Creek,2021,Mixed Forests,Built-up
landcover-6fbdcf4c-2021-1,BC-MAIN-6fbdcf4c,BC-MAIN-6fbdcf4c,North Island,2021,Evergreen Needleleaf Forest,Tree Cover
landcover-d6748d40-2021-1,QC-MAIN-d6748d40,QC-MAIN-d6748d40,Matawinie,2021,Mixed Forests,Tree Cover
landcover-69bb36c1-2021-1,QC-MAIN-69bb36c1,QC-MAIN-69bb36c1,Caber Complex,2021,Mixed Forests,Tree Cover
landcover-60ba74c4-2021-1,SK-MAIN-60ba74c4,SK-MAIN-60ba74c4,McClean Lake,2021,Savannas,Bare/Sparse Vegetation
landcover-b99d4cb2-2021-1,NT-MAIN-b99d4cb2,NT-MAIN-b99d4cb2,Pine Point,2021,Savannas,Tree Cover
landcover-a498ddc6-2021-1,NL-MAIN-a498ddc6,NL-MAIN-a498ddc6,Michelin,2021,Savannas,Tree Cover
landcover-bfbcd72e-2021-1,ON-MAIN-bfbcd72e,ON-MAIN-bfbcd72e,Bell Creek,2021,Woody Savannas,Bare/Sparse Vegetation
landcover-f3e6ff08-2021-1,ON-MAIN-f3e6ff08,ON-MAIN-f3e6ff08,Timmins West,2021,Mixed Forests,Bare/Sparse Vegetation
landcover-3ab82795-2021-1,MB-MAIN-3ab82795,MB-MAIN-3ab82795,PADCOM Potash Mine,2021,Croplands,Grassland
landcover-1f842681-2021-1,BC-MAIN-1f842681,BC-MAIN-1f842681,Victoria Depot,2021,Urban & Built-up,Built-up
landcover-b466361f-2021-1,ON-MAIN-b466361f,ON-MAIN-b466361f,Mississauga,2021,Urban & Built-up,Built-up
landcover-ee65d38c-2021-1,BC-MAIN-ee65d38c,BC-MAIN-ee65d38c,Richmond,2021,Urban & Built-up,Built-up
landcover-3aa117d8-2021-1,QC-MAIN-3aa117d8,QC-MAIN-3aa117d8,Alma,2021,Grasslands,Built-up
landcover-c1c7eb99-2021-1,QC-MAIN-c1c7eb99,QC-MAIN-c1c7eb99,Arvida,2021,Urban & Built-up,Built-up
landcover-01c1e81f-2021-1,QC-MAIN-01c1e81f,QC-MAIN-01c1e81f,Grande-Baie,2021,Croplands,Built-up
landcover-eb47f7c7-2021-1,BC-MAIN-eb47f7c7,BC-MAIN-eb47f7c7,Kitimat,2021,Water,Built-up
landcover-c0e3a48b-2021-1,QC-MAIN-c0e3a48b,QC-MAIN-c0e3a48b,Laterrière,2021,Woody Savannas,Built-up
landcover-92628f16-2021-1,QC-MAIN-92628f16,QC-MAIN-92628f16,Vaudreuil,2021,Urban & Built-up,Built-up
landcover-8d6616b4-2021-1,QC-MAIN-8d6616b4,QC-MAIN-8d6616b4,Alouette,2021,Urban & Built-up,Built-up
landcover-0ec39ce0-2021-1,NT-MAIN-0ec39ce0,NT-MAIN-0ec39ce0,Diavik,2021,Water,Bare/Sparse Vegetation
landcover-e82266c5-2021-1,QC-MAIN-e82266c5,QC-MAIN-e82266c5,Lac Tio,2021,Evergreen Needleleaf Forest,Permanent Water Bodies
landcover-11c40b1f-2021-1,QC-MAIN-11c40b1f,QC-MAIN-11c40b1f,Lithium Demonstration Plant,2021,Urban & Built-up,Built-up
landcover-3e146840-2021-1,QC-MAIN-3e146840,QC-MAIN-3e146840,Rio Tinto Iron and Titanium,2021,Urban & Built-up,Built-up
landcover-7b3b4c8b-2021-1,QC-MAIN-7b3b4c8b,QC-MAIN-7b3b4c8b,Scandium Demonstration Plant,2021,Urban & Built-up,Built-up
landcover-bebff037-2021-1,QC-MAIN-bebff037,QC-MAIN-bebff037,A.S.I. - Ste Catherine,2021,Urban & Built-up,Built-up
landcover-eda110b0-2021-1,ON-MAIN-eda110b0,ON-MAIN-eda110b0,Georgia Lake,2021,Mixed Forests,Tree Cover
landcover-73ce66b5-2021-1,YT-MAIN-73ce66b5,YT-MAIN-73ce66b5,Klaza,2021,Open Shrublands,Grassland
landcover-116ae608-2021-1,BC-MAIN-116ae608,BC-MAIN-116ae608,Revel Ridge,2021,Evergreen Needleleaf Forest,Tree Cover
landcover-dca9cce7-2021-1,ON-MAIN-dca9cce7,ON-MAIN-dca9cce7,Ottawa,2021,Water,Built-up
landcover-7430be9d-2021-1,AB-MAIN-7430be9d,AB-MAIN-7430be9d,Steveville,2021,Croplands,Cropland
landcover-1d2f31f9-2021-1,QC-MAIN-1d2f31f9,QC-MAIN-1d2f31f9,Kwyjibo,2021,Evergreen Needleleaf Forest,Tree Cover
landcover-22ce14be-2021-1,SK-MAIN-22ce14be,SK-MAIN-22ce14be,Santoy,2021,Woody Savannas,Tree Cover
landcover-29afbdb5-2021-1,SK-MAIN-29afbdb5,SK-MAIN-29afbdb5,Seabee,2021,Woody Savannas,Built-up
landcover-d5c9124e-2021-1,SK-MAIN-d5c9124e,SK-MAIN-d5c9124e,Rare Earth Processing Facility,2021,Urban & Built-up,Built-up
landcover-c4fb59c2-2021-1,QC-MAIN-c4fb59c2,QC-MAIN-c4fb59c2,Moblan,2021,Woody Savannas,Tree Cover
landcover-dc1a16f9-2021-1,QC-MAIN-dc1a16f9,QC-MAIN-dc1a16f9,North American Lithium,2021,Woody Savannas,Built-up
landcover-1186a6d0-2021-1,QC-MAIN-1186a6d0,QC-MAIN-1186a6d0,Authier,2021,Mixed Forests,Tree Cover
landcover-b7591127-2021-1,BC-MAIN-b7591127,BC-MAIN-b7591127,Iskut,2021,Evergreen Needleleaf Forest,Tree Cover
landcover-4959ea63-2021-1,BC-MAIN-4959ea63,BC-MAIN-4959ea63,KSM,2021,Evergreen Needleleaf Forest,Tree Cover
landcover-03a159d7-2021-1,YT-MAIN-03a159d7,YT-MAIN-03a159d7,Selwyn,2021,Open Shrublands,Moss & Lichen
landcover-d3a4aba9-2021-1,AB-MAIN-d3a4aba9,AB-MAIN-d3a4aba9,The Cobalt Refinery Company Inc.,2021,Urban & Built-up,Built-up
landcover-f4fc3276-2021-1,ON-MAIN-f4fc3276,ON-MAIN-f4fc3276,Sugar Zone,2021,Woody Savannas,Tree Cover
landcover-915d9faa-2021-1,MB-MAIN-915d9faa,MB-MAIN-915d9faa,Tanco,2021,Woody Savannas,Grassland
landcover-b1fe389a-2021-1,BC-MAIN-b1fe389a,BC-MAIN-b1fe389a,Eskay Creek,2021,Evergreen Needleleaf Forest,Moss & Lichen
landcover-bb23d8a6-2021-1,NL-MAIN-bb23d8a6,NL-MAIN-bb23d8a6,Great Burnt Lake,2021,Woody Savannas,Tree Cover
landcover-c9c77a59-2021-1,NS-MAIN-c9c77a59,NS-MAIN-c9c77a59,Moose River Consolidated,2021,Mixed Forests,Permanent Water Bodies
landcover-020a683c-2021-1,ON-MAIN-020a683c,ON-MAIN-020a683c,Hamilton Works,2021,Water,Built-up
landcover-b2e5c9bb-2021-1,ON-MAIN-b2e5c9bb,ON-MAIN-b2e5c9bb,Lake Erie Works,2021,Urban & Built-up,Tree Cover
landcover-3032c251-2021-1,QC-MAIN-3032c251,QC-MAIN-3032c251,Renard,2021,Savannas,Bare/Sparse Vegetation
landcover-b5937543-2021-1,QC-MAIN-b5937543,QC-MAIN-b5937543,Blackrock,2021,Woody Savannas,Tree Cover
landcover-64595b02-2021-1,QC-MAIN-64595b02,QC-MAIN-64595b02,Blackrock Pyrometallurgical Facility,2021,Mixed Forests,Bare/Sparse Vegetation
landcover-a505d25d-2021-1,BC-MAIN-a505d25d,BC-MAIN-a505d25d,Ootsa,2021,Evergreen Needleleaf Forest,Tree Cover
landcover-c5d1b42d-2021-1,BC-MAIN-c5d1b42d,BC-MAIN-c5d1b42d,Berg,2021,Grasslands,Bare/Sparse Vegetation
landcover-6a26086e-2021-1,QC-MAIN-6a26086e,QC-MAIN-6a26086e,Sorel Forge,2021,Barren,Built-up
landcover-b64bae7a-2021-1,NL-MAIN-b64bae7a,NL-MAIN-b64bae7a,Scully,2021,Savannas,Built-up
landcover-18695c6d-2021-1,NL-MAIN-18695c6d,NL-MAIN-18695c6d,Scully Mine - Manganese project,2021,Savannas,Permanent Water Bodies
landcover-1aa10efa-2021-1,ON-MAIN-1aa10efa,ON-MAIN-1aa10efa,Kenbridge,2021,Evergreen Needleleaf Forest,Tree Cover
landcover-23f67ea8-2021-1,BC-MAIN-23f67ea8,BC-MAIN-23f67ea8,Aley,2021,Evergreen Needleleaf Forest,Tree Cover
landcover-6b4800fe-2021-1,BC-MAIN-6b4800fe,BC-MAIN-6b4800fe,Gibraltar,2021,Grasslands,Bare/Sparse Vegetation
landcover-18bed6d7-2021-1,BC-MAIN-18bed6d7,BC-MAIN-18bed6d7,Yellowhead,2021,Evergreen Needleleaf Forest,Tree Cover
landcover-e09881ff-2021-1,NL-MAIN-e09881ff,NL-MAIN-e09881ff,DSO (3 and 4),2021,Grasslands,Snow/Ice
landcover-b8c826a2-2021-1,QC-MAIN-b8c826a2,QC-MAIN-b8c826a2,DSO (Goodwood),2021,Grasslands,Bare/Sparse Vegetation
landcover-bf503b6b-2021-1,BC-MAIN-bf503b6b,BC-MAIN-bf503b6b,Highland Valley,2021,Barren,Bare/Sparse Vegetation
landcover-193ddddb-2021-1,BC-MAIN-193ddddb,BC-MAIN-193ddddb,Schaft Creek,2021,Grasslands,Tree Cover
landcover-3bb6b7cd-2021-1,BC-MAIN-3bb6b7cd,BC-MAIN-3bb6b7cd,Trail,2021,Urban & Built-up,Built-up
landcover-137bbc71-2021-1,ON-MAIN-137bbc71,ON-MAIN-137bbc71,Mississauga,2021,Urban & Built-up,Built-up
landcover-4f03382f-2021-1,QC-MAIN-4f03382f,QC-MAIN-4f03382f,Sainte-Catherine,2021,Urban & Built-up,Built-up
landcover-2587e541-2021-1,QC-MAIN-2587e541,QC-MAIN-2587e541,Strange Lake,2021,Open Shrublands,Moss & Lichen
landcover-23155c25-2021-1,BC-MAIN-23155c25,BC-MAIN-23155c25,Myra Falls,2021,Grasslands,Tree Cover
landcover-75f260ea-2021-1,ON-MAIN-75f260ea,ON-MAIN-75f260ea,Brampton Division,2021,Urban & Built-up,Built-up
landcover-59a49b3e-2021-1,ON-MAIN-59a49b3e,ON-MAIN-59a49b3e,Hamilton Parkdale Division,2021,Urban & Built-up,Built-up
landcover-00855a72-2021-1,ON-MAIN-00855a72,ON-MAIN-00855a72,Sault Ste. Marie Division,2021,Urban & Built-up,Tree Cover
landcover-68c87980-2021-1,YT-MAIN-68c87980,YT-MAIN-68c87980,Freegold Mountain,2021,Woody Savannas,Tree Cover
landcover-b2148882-2021-1,QC-MAIN-b2148882,QC-MAIN-b2148882,Troilus,2021,Grasslands,Grassland
landcover-4a6187a4-2021-1,ON-MAIN-4a6187a4,ON-MAIN-4a6187a4,RapidSX Demonstration Plant,2021,Urban & Built-up,Tree Cover
landcover-9dd2b7f8-2021-1,SK-MAIN-9dd2b7f8,SK-MAIN-9dd2b7f8,Horseshoe-Raven,2021,Woody Savannas,Shrubland
landcover-387b06fe-2021-1,ON-MAIN-387b06fe,ON-MAIN-387b06fe,Welland Mill,2021,Urban & Built-up,Built-up
landcover-de2f9639-2021-1,ON-MAIN-de2f9639,ON-MAIN-de2f9639,Clarabelle,2021,Urban & Built-up,Bare/Sparse Vegetation
landcover-6e9b2449-2021-1,ON-MAIN-6e9b2449,ON-MAIN-6e9b2449,Coleman,2021,Woody Savannas,Built-up
landcover-f080c409-2021-1,ON-MAIN-f080c409,ON-MAIN-f080c409,Copper Cliff Complex,2021,Grasslands,Built-up
landcover-63b394c3-2021-1,ON-MAIN-63b394c3,ON-MAIN-63b394c3,Copper Cliff Complex,2021,Urban & Built-up,Built-up
landcover-52224e1e-2021-1,ON-MAIN-52224e1e,ON-MAIN-52224e1e,Creighton,2021,Woody Savannas,Bare/Sparse Vegetation
landcover-48fe2205-2021-1,ON-MAIN-48fe2205,ON-MAIN-48fe2205,Garson,2021,Woody Savannas,Bare/Sparse Vegetation
landcover-2e13aaa0-2021-1,ON-MAIN-2e13aaa0,ON-MAIN-2e13aaa0,Port Colborne,2021,Urban & Built-up,Built-up
landcover-e0a6250e-2021-1,MB-MAIN-e0a6250e,MB-MAIN-e0a6250e,Thompson (T-1 and T-3),2021,Barren,Moss & Lichen
landcover-28f3f0fc-2021-1,ON-MAIN-28f3f0fc,ON-MAIN-28f3f0fc,Totten,2021,Woody Savannas,Built-up
landcover-d9036091-2021-1,NL-MAIN-d9036091,NL-MAIN-d9036091,Long Harbour,2021,Woody Savannas,Built-up
landcover-2d8801d6-2021-1,NL-MAIN-2d8801d6,NL-MAIN-2d8801d6,Voisey’s Bay,2021,Savannas,Bare/Sparse Vegetation
landcover-860bbbfc-2021-1,QC-MAIN-860bbbfc,QC-MAIN-860bbbfc,Lac Doré Vanadium,2021,Woody Savannas,Tree Cover
landcover-e05ed9fe-2021-1,YT-MAIN-e05ed9fe,YT-MAIN-e05ed9fe,Eagle (Dublin Gulch),2021,Savannas,Permanent Water Bodies
landcover-d59f82aa-2021-1,QC-MAIN-d59f82aa,QC-MAIN-d59f82aa,Sirmac,2021,Woody Savannas,Grassland
landcover-b1b28b01-2021-1,NT-MAIN-b1b28b01,NT-MAIN-b1b28b01,Nechalacho - T-Zone & Tardiff Zone,2021,Savannas,Tree Cover
landcover-63f096a6-2021-1,AB-MAIN-63f096a6,AB-MAIN-63f096a6,Rainbow Lake,2021,Evergreen Needleleaf Forest,Tree Cover
landcover-be473617-2021-1,QC-MAIN-be473617,QC-MAIN-be473617,Mont Sorcier,2021,Evergreen Needleleaf Forest,Tree Cover
landcover-3c468faa-2021-1,ON-MAIN-3c468faa,ON-MAIN-3c468faa,Superior Lake,2021,Mixed Forests,Tree Cover
landcover-cb85213a-2021-1,ON-MAIN-cb85213a,ON-MAIN-cb85213a,Eagle River,2021,Mixed Forests,Built-up
landcover-9de9bb0d-2021-1,QC-MAIN-9de9bb0d,QC-MAIN-9de9bb0d,Kiena,2021,Water,Permanent Water Bodies
landcover-c5fefb01-2021-1,ON-MAIN-c5fefb01,ON-MAIN-c5fefb01,Mishi,2021,Woody Savannas,Permanent Water Bodies
landcover-feb13c30-2021-1,BC-MAIN-feb13c30,BC-MAIN-feb13c30,Record Ridge,2021,Woody Savannas,Tree Cover
landcover-5e0d8b48-2021-1,YT-MAIN-5e0d8b48,YT-MAIN-5e0d8b48,Casino,2021,Open Shrublands,Grassland
landcover-71ad0a66-2021-1,SK-MAIN-71ad0a66,SK-MAIN-71ad0a66,Milestone,2021,Croplands,Grassland
landcover-12c68d49-2021-1,ON-MAIN-12c68d49,ON-MAIN-12c68d49,Eagle's Nest,2021,Woody Savannas,Grassland
landcover-bae48393-2021-1,SK-MAIN-bae48393,SK-MAIN-bae48393,Southey,2021,Croplands,Cropland
landcover-891d3cb5-2021-1,BC-MAIN-891d3cb5,BC-MAIN-891d3cb5,Akie,2021,Evergreen Needleleaf Forest,Tree Cover
