main_id,facility_name,reported_company,longitude,latitude,city,province,status,activity_status,development_stage,facility_type,mining_processing_type,commodity_group,primary_commodity,commodities,source,source_df,geometry,cluster_id
NT-MAIN-b7cdf82c,NICO,Fortune Minerals Limited,-116.74583,63.55,,Northwest Territories,project_facility,Active,Advanced project,project,,,Cobalt,"Cobalt, gold, bismuth, copper",,nrcan_critical_df,POINT (-1027892.493692 1765671.842541),No cluster
ON-MAIN-d47616e5,Martison,Fox River Resources Corp.,-83.414444,50.314444,,Ontario,project_facility,Active,Advanced project,project,,,Phosphate,"Phosphate, niobium",,nrcan_critical_df,POINT (816639.903383 220413.30251),No cluster
ON-MAIN-c06904f0,Pakeagama,Frontier Lithium Inc.,-93.37727,52.60026,,Ontario,project_facility,Active,Advanced project,project,,,Lithium (spodumene),"Lithium (spodumene), tantalum, tin, niobium, rubidium, cesium",,nrcan_critical_df,POINT (108574.426566 399307.413469),No cluster
ON-MAIN-64bbe7e6,Marathon,Generation Mining Limited,-86.3263,48.78758,,Ontario,project_facility,Active,Advanced project,project,,,Palladium,"Palladium, platinum, gold, copper, silver",,nrcan_critical_df,POINT (635917.682951 19793.516779),49
SK-MAIN-f2a5edd8,Vanguard,Gensource Potash Corp.,-106.21347,50.84335,,Saskatchewan,project_facility,Active,Advanced project,project,,,Potash,Potash,,nrcan_critical_df,POINT (-780430.475273 273298.755776),No cluster
QC-MAIN-22426144,REE Recycling Facility (Saint-Bruno),Geomega Resources Inc.,-73.340812,45.525976,,Quebec,project_facility,Active,Advanced unconventional project,project,,,Rare earth elements,Rare earth elements,,nrcan_critical_df,POINT (1684312.819934 -99439.865663),16
MB-MAIN-0d5c2cae,Selkirk Division,Gerdau Corporation,-96.911166,50.133771,,Manitoba,active_facility,,,manufacturing,,,,,,nrcan_manufacturing_df,POINT (-136042.223803 127872.266651),50
ON-MAIN-92cdea80,Whitby Division,Gerdau Corporation,-78.910676,43.851906,,Ontario,active_facility,,,manufacturing,,,,,,nrcan_manufacturing_df,POINT (1309567.227034 -412061.032876),51
ON-MAIN-bddeaef0,Cambridge Mill,Gerdau S.A.,-80.28,43.37,,Ontario,active_facility,,,manufacturing,Electric arc furnace,Iron ore,Steel,Steel,,nrcan_manufacturing_df,POINT (1212785.781942 -492464.314714),No cluster
MB-MAIN-b4ca1426,Manitoba Mill,Gerdau S.A.,-96.893633,50.130273,,Manitoba,active_facility,,,manufacturing,Electric arc furnace,Iron ore,Steel,Steel,,nrcan_manufacturing_df,POINT (-134806.078423 127447.669032),50
ON-MAIN-21b6ab35,Whitby Mill,Gerdau S.A.,-78.91,43.86,,Ontario,active_facility,,,manufacturing,Electric arc furnace,Iron ore,Steel,Steel,,nrcan_manufacturing_df,POINT (1309390.784951 -411156.263447),51
QC-MAIN-529c96b4,CCR,Glencore Canada Corporation,-73.511778,45.627518,,Quebec,active_facility,,,manufacturing,Refinery,Base metals,Copper (cathodes),"Copper (cathodes), gold, silver, tellurium, selenium, nickel sulfate, copper sulfate, platinum group metals",,nrcan_manufacturing_df,POINT (1667734.099149 -93145.830003),16
QC-MAIN-de3d8b7b,Canadian Electrolytic Zinc Limited (CEZinc),Glencore Canada Corporation,-74.097205,45.228312,,Quebec,active_facility,,,manufacturing,Refinery,Base metals,Zinc,"Zinc, cadmium, liquid sulfur dioxide, sulfuric acid",,nrcan_manufacturing_df,POINT (1638509.85681 -150933.901748),52
ON-MAIN-206041d1,Fraser,Glencore Canada Corporation,-81.3404,46.6633,Sudbury,Ontario,active_facility,,,mining,Underground,Base metals,Nickel,"Nickel, copper, platinum group metals, gold, cobalt, silver",,nrcan_mining_df,POINT (1047462.536549 -148136.85662),53
QC-MAIN-abb3e1c7,General Smelting Company of Canada,Glencore Canada Corporation,-73.676345,45.448518,,Quebec,active_facility,,,manufacturing,Secondary smelter,Base metals,Recycled lead,Recycled lead,,nrcan_manufacturing_df,POINT (1662088.463506 -116511.033845),15
QC-MAIN-30c1828c,Horne,Glencore Canada Corporation,-79.0151,48.2534,,Quebec,active_facility,,,manufacturing,Smelter,Base metals,Copper anodes,"Copper anodes, precious metals, sulfuric acid",,nrcan_manufacturing_df,POINT (1178046.899746 65666.165744),54
ON-MAIN-f8313ebd,Kidd Creek,Glencore Canada Corporation,-81.37,48.6894,Timmins,Ontario,active_facility,,,mining,"Underground, concentrator",Base metals,Copper,"Copper, zinc, silver, selenium, indium",,nrcan_mining_df,POINT (997065.87837 72678.322499),31
ON-MAIN-fcb287a4,Nickel Rim South,Glencore Canada Corporation,-80.796793,46.657982,Sudbury,Ontario,active_facility,,,mining,Underground,Base metals,Nickel,"Nickel, copper, cobalt, platinum group metals, gold",,nrcan_mining_df,POINT (1088598.713867 -139591.590707),55
ON-MAIN-319e04a8,Onaping Depth,Glencore Canada Corporation,-81.383878,46.632019,,Ontario,project_facility,Active,Advanced project,project,,,Nickel,"Nickel, copper, cobalt, platinum, palladium, rhodium, gold, silver",,nrcan_critical_df,POINT (1044925.61184 -152282.918645),53
QC-MAIN-a97821c0,Raglan,Glencore Canada Corporation,-73.674669,61.687171,Katinniq,Quebec,active_facility,,,mining,"Underground, concentrator",Base metals,Nickel,"Nickel, platinum group metals, copper, cobalt, gold, silver",,nrcan_mining_df,POINT (1075030.04926 1568782.215155),56
ON-MAIN-ed85ac94,Strathcona,Glencore Canada Corporation,-81.3427,46.6734,Sudbury,Ontario,active_facility,,,mining,Concentrator,Base metals,Nickel,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",,nrcan_mining_df,POINT (1047047.33852 -147067.120904),53
ON-MAIN-40ce0593,Sudbury,Glencore Canada Corporation,-80.7993,46.5763,,Ontario,active_facility,,,manufacturing,"Smelter, plant",Base metals,Nickel-copper matte containing cobalt,"Nickel-copper matte containing cobalt, gold, silver, platinum group metals",,nrcan_manufacturing_df,POINT (1090440.121295 -148577.008468),55
ON-MAIN-4440c34c,Smiths Falls Operation,Glenview Iron & Metal Ltd.,-76.063979,44.912968,,Ontario,active_facility,,,manufacturing,,,,,,nrcan_manufacturing_df,POINT (1499626.381719 -233369.840124),No cluster
BC-MAIN-4724f4ba,Elk,Gold Mountain Mining Corp.,-120.31487,49.8538,Peachland,British Columbia,active_facility,,,mining,Open-pit,Precious metals,Gold,Gold,,nrcan_mining_df,POINT (-1767075.81552 451162.902536),57
YT-MAIN-956d050a,Carmacks,Granite Creek Copper,-136.7,62.33,,Yukon,project_facility,Active,Advanced project,project,,,Copper,"Copper, gold, silver, molybdenum",,nrcan_critical_df,POINT (-1949488.941934 2119322.863326),No cluster
ON-MAIN-97ee890f,Seymour Lake,Green Technology Metals Limited,-88.4491,50.40987,,Ontario,project_facility,Active,Advanced Project,project,,,Lithium (spodumene),Lithium (spodumene),,nrcan_critical_df,POINT (462415.258637 180228.125228),No cluster
MB-MAIN-27a90834,Makwa Mayville,Grid Metals Corp.,-95.60953,50.6298,,Manitoba,project_facility,Active,Advanced project,project,,,Nickel,"Nickel, copper, gold, platinum, palladium, cobalt",,nrcan_critical_df,POINT (-42867.908622 180927.528275),No cluster
SK-MAIN-fbe28fef,Kindersley Lithium,Grounded Lithium Corp.,-109.19120556,51.73894139,,Saskatchewan,project_facility,Active,Advanced unconventional project,project,,,Lithium (brine),Lithium (brine),,nrcan_critical_df,POINT (-962727.556679 410988.933674),No cluster
BC-MAIN-b031959a,Turnagain,Hard Creek Nickel Corp. (Giga Metals Corporation),-128.86282,58.47856,,British Columbia,project_facility,Active,Advanced project,project,,,Nickel,"Nickel, cobalt, platinum, palladium",,nrcan_critical_df,POINT (-1834826.955189 1539666.496609),No cluster
QC-MAIN-b86f7d07,Casa Berardi,Hecla Mining Company,-79.231307,49.5719,"north of La Sarre, Casa Berardi Twp.",Quebec,active_facility,,,mining,"Open-pit, underground, concentrator",Precious metals,Gold,"Gold, silver",,nrcan_mining_df,POINT (1126450.738423 203883.976283),58
YT-MAIN-44857446,Keno Hill Silver District,Hecla Mining Company,-135.4833,63.9167,Mayo,Yukon,active_facility,,,mining,"Underground, concentrator",Precious metals and Base metals,Silver,"Silver, zinc, lead",,nrcan_mining_df,POINT (-1798717.286941 2220414.056537),59
YT-MAIN-c3105f43,Rackla Gold,Hecla Mining Company,-134.41278,64.19667,,Yukon,project_facility,Active,Advanced project,project,,,Gold,"Gold, tungsten",,nrcan_critical_df,POINT (-1739931.512723 2215119.109136),No cluster
ON-MAIN-fc6f1a44,Ivaco Rolling Mills,"Heico Companies, LLC",-74.704435,45.6119,,Ontario,active_facility,,,manufacturing,Electric arc furnace,Iron ore,Steel,Steel,,nrcan_manufacturing_df,POINT (1578983.160093 -125252.678902),No cluster
MB-MAIN-e2e67f8f,1901,Hudbay Minerals Inc.,-100.134,54.8557,,Manitoba,project_facility,Active,Advanced project,project,,,Gold,"Gold, zinc, copper, silver",,nrcan_critical_df,POINT (-323248.052483 658092.176939),60
BC-MAIN-599152a0,Copper Mountain,Hudbay Minerals Inc.,-120.533,49.331,Princeton,British Columbia,active_facility,,,mining,"Open-pit, concentrator",Base metals,Copper,"Copper, gold, silver",,nrcan_mining_df,POINT (-1804147.520976 403843.921863),61
MB-MAIN-be5b3dc8,Lalor Lake,Hudbay Minerals Inc.,-100.13333,54.86667,Snow Lake,Manitoba,active_facility,,,mining,Underground,Base metals and precious metals,Gold,"Gold, zinc, copper, silver",,nrcan_mining_df,POINT (-323109.340238 659283.362281),60
MB-MAIN-da0b5c3d,New Britannia,Hudbay Minerals Inc.,-100.024002,54.886349,Snow Lake,Manitoba,active_facility,,,mining,Concentrator,Base metals and precious metals,Gold,"Gold, copper",,nrcan_mining_df,POINT (-316072.700382 660877.078281),60
MB-MAIN-c0684566,Rail,Hudbay Minerals Inc.,-100.5916,54.7463,,Manitoba,project_facility,Active,Advanced project,project,,,Copper,"Copper, gold, zinc, silver",,nrcan_critical_df,POINT (-353037.861564 648613.436582),No cluster
MB-MAIN-0898e255,Stall Lake,Hudbay Minerals Inc.,-99.9451,54.85692,Snow Lake,Manitoba,active_facility,,,mining,Concentrator,Base metals and precious metals,Gold,"Gold, zinc",,nrcan_mining_df,POINT (-311368.56837 657282.692204),60
MB-MAIN-854abe09,Talbot,Hudbay Minerals Inc.,-99.6343,54.1133,,Manitoba,project_facility,Active,Advanced project,project,,,Gold,"Gold, zinc, copper, silver",,nrcan_critical_df,POINT (-297754.166321 574709.406976),No cluster
MB-MAIN-1a82a1b7,Tower,Hudbay Minerals Inc.,-99.2284,53.9623,,Manitoba,project_facility,Active,Advanced project,project,,,Gold,"Gold, zinc, copper, silver",,nrcan_critical_df,POINT (-272813.420499 556398.641927),No cluster
MB-MAIN-b5b81ee3,Wim,Hudbay Minerals Inc.,-100.05248,55.02136,,Manitoba,project_facility,Active,Advanced project,project,,,Gold,"Gold, zinc, copper, silver",,nrcan_critical_df,POINT (-316690.385771 675719.482055),No cluster
QC-MAIN-02884fb5,Westwood-Doyon,IAMGOLD Corporation,-78.502,48.256,Cadillac,Quebec,active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,"Gold, silver",,nrcan_mining_df,POINT (1214948.528679 75598.726095),4
ON-MAIN-a3c56a83,Lac des Iles,Impala Canada Ltd.,-89.6105,49.1691,Thunder Bay,Ontario,active_facility,,,mining,"Open-pit, underground, concentrator",Precious metals,Platinum group metals,"Platinum group metals, gold, nickel, copper, cobalt",,nrcan_mining_df,POINT (392296.622337 35429.769376),62
BC-MAIN-3f490561,Mount Polley,Imperial Metals Corporation,-121.633931,52.544959,northeast of Williams Lake,British Columbia,active_facility,,,mining,"Open-pit, concentrator",Base metals,Gold,"Gold, copper, silver",,nrcan_mining_df,POINT (-1733074.001999 760087.498864),63
QC-MAIN-586679b9,Crater Lake,Imperial Mining Group,-63.8991,55.35025,,Quebec,project_facility,Active,Advanced project,project,,,Scandium,"Scandium, rare earth elements",,nrcan_critical_df,POINT (1857761.108798 1162496.577004),No cluster
MB-MAIN-d7217475,Industrial Metals,Industrial Metals,-97.098232,49.88847,,Manitoba,active_facility,,,manufacturing,,,,,,nrcan_manufacturing_df,POINT (-150249.982888 101125.612714),42
NL-MAIN-dd723db4,Carol Lake,Iron Ore Company of Canada Inc.,-66.936774,53.039755,Labrador City,Newfoundland and Labrador,active_facility,,,mining,"Open-pit, concentrator",Iron ore,Iron,Iron,,nrcan_mining_df,POINT (1796925.115905 849154.880105),20
ON-MAIN-7001a391,McCreedy West,KGHM Polska Miedź S.A.,-81.39894,46.638059,Sudbury,Ontario,active_facility,,,mining,Underground,Base metals and precious metals,Copper,"Copper, nickel, platinum group metals, gold, silver, cobalt",,nrcan_mining_df,POINT (1043643.52468 -151867.630636),53
ON-MAIN-9a34108c,Victoria,KGHM Polska Miedź S.A.,-81.38333,46.41667,,Ontario,project_facility,Active,Advanced project,project,,,Nickel,"Nickel, copper, gold, cobalt, platinum, palladium",,nrcan_critical_df,POINT (1050105.23015 -175907.711135),55
ON-MAIN-6bd6cc80,Kingston Operation,KIMCO Steel Sales Ltd.,-76.5121,44.2615,,Ontario,active_facility,,,manufacturing,,,,,,nrcan_manufacturing_df,POINT (1486306.313527 -314520.545349),64
SK-MAIN-017a6137,Wynyard,Karnalyte Resources Inc.,-103.931327,51.69246,,Saskatchewan,project_facility,Active,Advanced project,project,,,Potash,"Potash, magnesium",,nrcan_critical_df,POINT (-609666.062987 340895.998367),No cluster
MB-MAIN-a832fb0a,East Wekusko - Snow Lake,Kinross Gold Corporation,-99.77143,54.78534,,Manitoba,project_facility,Active,Advanced project,project,,,Gold,"Gold, silver, copper, zinc",,nrcan_critical_df,POINT (-301040.4606 648648.454378),No cluster
BC-MAIN-12730593,Kutcho,Kutcho Copper Corp.,-128.38736,58.20996,,British Columbia,project_facility,Active,Advanced project,project,,,Copper,"Copper, zinc, silver, gold, lead",,nrcan_critical_df,POINT (-1826102.417678 1500813.291224),No cluster
ON-MAIN-575c5e66,Ontario Spoke,Li-Cycle Corp,-76.5,44.233334,,Ontario,project_facility,Active,Battery recycling facility,project,,,Battery materials (black mass),Battery materials (black mass),,nrcan_critical_df,POINT (1488167.992016 -317299.413945),64
ON-MAIN-6b998583,Markham lithium reprocessing facility,Li-Metal Corp.,-79.3415,43.8331,,Ontario,project_facility,Active,Advanced processing project,project,,,Lithium metal,Lithium metal,,nrcan_critical_df,POINT (1275743.30508 -422888.419496),No cluster
QC-MAIN-0414a373,Lithion St-Bruno,Lithion,-73.349998,45.533333,,Quebec,project_facility,Active,Advanced processing project,project,,,Battery materials (black mass),Battery materials (black mass),,nrcan_critical_df,POINT (1683349.243752 -98900.815183),16
AB-MAIN-35d0dc71,Boardwalk,Lithium Bank,-117.163427,54.946792,,Alberta,project_facility,Active,Advanced unconventional project,project,,,Lithium (brine),Lithium (brine),,nrcan_critical_df,POINT (-1365479.290998 895326.414323),No cluster
QC-MAIN-a2c6775d,La Loutre,Lomiko Metals Inc.,-74.99714,46.03656,,Quebec,project_facility,Active,Advanced project,project,,,Graphite,Graphite,,nrcan_critical_df,POINT (1542174.867913 -86975.874201),No cluster
BC-MAIN-c7247100,Driftwood Creek,MGX Minerals Inc.,-116.575,50.904,,British Columbia,project_facility,Active,Advanced project,project,,,Magnesium,Magnesium,,nrcan_critical_df,POINT (-1478367.487482 464188.505114),No cluster
NU-MAIN-8e62bfbc,High Lake,MMG Limited,-110.8436,67.37556,,Nunavut,project_facility,Active,Advanced project,project,,,Copper,"Copper, zinc, gold, silver, lead",,nrcan_critical_df,POINT (-653837.504716 2083775.61698),No cluster
NU-MAIN-1ef8af2c,Izok Lake,MMG Limited,-112.79889,65.63056,,Nunavut,project_facility,Active,Advanced project,project,,,Zinc,"Zinc, copper, silver, lead, gold",,nrcan_critical_df,POINT (-784678.146693 1923625.357303),No cluster
ON-MAIN-b1d981ca,Crean Hill,Magna Mining Inc.,-81.36167,46.42472,,Ontario,project_facility,Active,Advanced project,project,,,Nickel,"Nickel, copper, cobalt, platinum, palladium, gold",,nrcan_critical_df,POINT (1051557.514607 -174666.0516),55
ON-MAIN-54b7e152,Shakespeare,Magna Mining Inc.,-81.85944,46.33417,,Ontario,project_facility,Active,Advanced project,project,,,Nickel,"Nickel, copper, palladium, platinum, gold, cobalt",,nrcan_critical_df,POINT (1015823.431619 -192706.989497),65
QC-MAIN-aa793d35,Dumont Nickel,Magneto Investments Limited Partnership,-78.4425,48.64667,,Quebec,project_facility,Active,Advanced project,project,,,Nickel,"Nickel, cobalt, platinum, palladium, iron ore",,nrcan_critical_df,POINT (1208025.537069 118806.641298),No cluster
QC-MAIN-649d2873,Niobec Converter,Magris Performance Materials,-71.158168,48.531738,,Quebec,active_facility,,,manufacturing,,Ferroalloys,Ferroniobium,Ferroniobium,,nrcan_manufacturing_df,POINT (1723066.100439 274647.149129),10
QC-MAIN-a555d9b9,Niobec,Magris Performance Materials Inc.,-71.156929,48.532148,Saint-Honoré-de-Chicoutimi,Quebec,active_facility,,,mining,"Underground, concentrator",Other metals,Niobium,Niobium,,nrcan_mining_df,POINT (1723134.686287 274723.218444),10
NB-MAIN-c1e4dee0,Battery Hill,Manganese X Energy Corp.,-67.62547,46.22531,,New Brunswick,project_facility,Active,Advanced project,project,,,Manganese,"Manganese, iron ore",,nrcan_critical_df,POINT (2071219.300667 142458.982755),34
NL-MAIN-f021107e,Point Rousse,Maritime Resources Corp.,-56.124447,49.96142,Baie Verte,Newfoundland and Labrador,active_facility,,,mining,"Open-pit, concentrator",Precious metals,Gold,Gold,,nrcan_mining_df,POINT (2609522.197133 929980.690058),45
QC-MAIN-615ebdb4,Lac Guéret (Uatnan),"Mason Graphite Inc. and Nouveau Monde Graphite, Inc.",-69.1,51.14,,Quebec,project_facility,Active,Advanced project,project,,,Graphite,Graphite,,nrcan_critical_df,POINT (1749315.057967 598248.49568),No cluster
ON-MAIN-470b504b,Ottawa Plant,Masterloy Products Limited,-75.562391,45.298042,,Ontario,active_facility,,,manufacturing,,Ferroalloys,Vanadium,"Vanadium, molybdenum",,nrcan_manufacturing_df,POINT (1525028.623743 -179889.287924),No cluster
ON-MAIN-4e0734b5,Fox Complex,McEwen Mining Inc.,-80.340814,48.534362,Matheson,Ontario,active_facility,,,mining,"Open-pit, underground, concentrator",Precious metals,Gold,Gold,,nrcan_mining_df,POINT (1075007.84526 72600.211041),66
BC-MAIN-d9e2f362,Richmond,Metalex Products Ltd.,-123.092001,49.194196,,British Columbia,active_facility,,,manufacturing,Secondary smelter,Base metals,Recycled lead,Recycled lead,,nrcan_manufacturing_df,POINT (-1980137.464819 466107.290083),67
QC-MAIN-237d67c1,Lac Rainy Graphite,Metals Australia Ltd.,-67.07597,52.60511,,Quebec,project_facility,Active,Advanced project,project,,,Graphite,Graphite,,nrcan_critical_df,POINT (1808884.406161 802021.439567),47
YT-MAIN-752fbcae,Minto,Minto Metals Corporation,-137.23858,62.618875,Pelly Crossing,Yukon,active_facility,,,mining,"Open-pit, underground, concentrator",Base metals,Copper,"Copper, gold, silver",,nrcan_mining_df,POINT (-1951636.305648 2160512.064269),68
QC-MAIN-eb73fd68,Nemaska lithium conversion facility,Nemaska Lithium Inc.,-72.433334,46.333332,,Quebec,project_facility,Active,Advanced processing project,project,,,Lithium hydroxide,Lithium hydroxide,,nrcan_critical_df,POINT (1720378.969027 10319.758662),11
QC-MAIN-9d41d417,Whabouchi,Nemaska Lithium Inc.,-75.85333,51.67972,,Quebec,project_facility,Active,Advanced project,project,,,Lithium (spodumene),Lithium (spodumene),,nrcan_critical_df,POINT (1291988.43971 492556.569285),69
ON-MAIN-2bb07cd3,River Valley,New Age Metals Inc.,-80.27606,46.70591,,Ontario,project_facility,Active,Advanced project,project,,,Palladium,"Palladium, platinum, gold, nickel, copper, rhodium, cobalt",,nrcan_critical_df,POINT (1126573.453789 -125283.135082),No cluster
BC-MAIN-aa76f6f2,New Afton,New Gold Inc.,-120.514,50.661,Kamloops,British Columbia,active_facility,,,mining,"Underground, concentrator",Base metals and precious metals,Gold,"Gold, copper, silver",,nrcan_mining_df,POINT (-1745331.190823 538990.036481),70
ON-MAIN-0aadf28f,Rainy River,New Gold Inc.,-94.012,48.833,Fort Frances,Ontario,active_facility,,,mining,"Open-pit, underground, concentrator",Precious metals,Gold,"Gold, silver",,nrcan_mining_df,POINT (72579.383582 -18014.083376),71
ON-MAIN-1c674cd0,Borden,Newmont Corporation,-83.260981,47.871883,Chapleau,Ontario,active_facility,,,mining,"Open-pit, underground",Precious metals,Gold,Gold,,nrcan_mining_df,POINT (877169.27799 -44551.00402),No cluster
BC-MAIN-857b7b89,Brucejack,Newmont Corporation,-130.21783,56.47554,Stewart,British Columbia,active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,"Gold, silver",,nrcan_mining_df,POINT (-2015218.360944 1394297.4509),72
BC-MAIN-c720b195,GJ,Newmont Corporation,-130.25,57.63,,British Columbia,project_facility,Active,Advanced project,project,,,Copper,"Copper, gold, silver",,nrcan_critical_df,POINT (-1950793.019837 1502079.347513),No cluster
ON-MAIN-8629a493,Hollinger,Newmont Corporation,-81.31314,48.4733,Timmins,Ontario,active_facility,,,mining,Open-pit,Precious metals,Gold,Gold,,nrcan_mining_df,POINT (1006300.633304 50056.411402),31
ON-MAIN-538513cd,Hoyle Pond,Newmont Corporation,-81.1083,48.5519,south of Porcupine,Ontario,active_facility,,,mining,Underground,Precious metals,Gold,Gold,,nrcan_mining_df,POINT (1019225.297035 61870.090766),31
ON-MAIN-fefeaee4,Musselwhite,Newmont Corporation,-90.3636,52.6127,north of Pickle Lake,Ontario,active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,"Gold, silver",,nrcan_mining_df,POINT (309873.981616 410588.19975),73
ON-MAIN-3b3e5365,Porcupine,Newmont Corporation,-81.242719,48.463511,Timmins,Ontario,active_facility,,,mining,Concentrator,Precious metals,Gold,Gold,,nrcan_mining_df,POINT (1011631.521491 50107.954875),31
BC-MAIN-8eb8be0d,Red Chris,Newmont Corporation,-129.78333,57.7,Kinaskan Lake,British Columbia,active_facility,,,mining,"Open-pit, concentrator",Base metals,Gold,"Gold, copper, silver",,nrcan_mining_df,POINT (-1923659.719294 1494347.28345),74
QC-MAIN-6dc537e6,Éléonore,Newmont Corporation,-76.08667,52.69889,Opinaca Reservoir,Quebec,active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,Gold,,nrcan_mining_df,POINT (1243856.52029 595065.742982),75
BC-MAIN-b4655afb,Galore Creek,"Newmont Corporation, Teck Resources Limited",-131.45,57.13,,British Columbia,project_facility,Active,Advanced project,project,,,Copper,"Copper, gold, silver",,nrcan_critical_df,POINT (-2039376.645686 1493778.02073),No cluster
SK-MAIN-3012889c,Rook I,NexGen Energy Ltd.,-108.9925,57.59144,,Saskatchewan,project_facility,Active,Advanced project,project,,,Uranium,Uranium,,nrcan_critical_df,POINT (-809826.95415 1032496.062158),No cluster
YT-MAIN-1910d1c3,Nickel Shaw,Nickel Creek Platinum Corp.,-139.53333,61.46667,,Yukon,project_facility,Active,Advanced project,project,,,Nickel,"Nickel, copper, platinum, palladium, gold, cobalt",,nrcan_critical_df,POINT (-2120581.516482 2137257.671332),No cluster
QC-MAIN-288718a6,Crevier,Niobay Metals Inc.,-72.7644,49.46003,,Quebec,project_facility,Active,Advanced project,project,,,Niobium,"Niobium, tantalum",,nrcan_critical_df,POINT (1576573.756261 329529.224949),No cluster
NT-MAIN-b3681e03,Prairie Creek,NorZinc Ltd.,-124.79938,61.55713,,Northwest Territories,project_facility,Active,Advanced project,project,,,Zinc,"Zinc, lead, silver",,nrcan_critical_df,POINT (-1481696.327807 1726375.226774),76
BC-MAIN-265a57f6,Kwanika,NorthWest Copper Corp.,-125.271268,55.415303,,British Columbia,project_facility,Active,Advanced project,project,,,Copper,"Copper, gold, silver",,nrcan_critical_df,POINT (-1808809.176126 1144872.827028),No cluster
NB-MAIN-f58cc895,Sisson,Northcliff Resources Ltd.,-67.045,46.365,,New Brunswick,project_facility,Active,Advanced project,project,,,Tungsten,"Tungsten, molybdenum",,nrcan_critical_df,POINT (2105624.558297 175760.107481),No cluster
ON-MAIN-8b86d975,Bissett Creek,Northern Graphite Corporation,-78.05992,46.11814,,Ontario,project_facility,Active,Advanced project,project,,,Graphite,Graphite,,nrcan_critical_df,POINT (1309762.298409 -146854.697587),No cluster
BC-MAIN-6fbdcf4c,North Island,Northisle Copper and Gold Inc.,-127.85639,50.67556,,British Columbia,project_facility,Active,Advanced project,project,,,Copper,"Copper, gold, molybdenum, rhenium",,nrcan_critical_df,POINT (-2206903.626848 768802.927603),No cluster
QC-MAIN-d6748d40,Matawinie,"Nouveau Monde Graphite, Inc.",-73.9212,46.61728,,Quebec,project_facility,Active,Advanced project,project,,,Graphite,Graphite,,nrcan_critical_df,POINT (1600911.70917 1512.408665),No cluster
QC-MAIN-69bb36c1,Caber Complex,Nuvau Minerals Corp.,-77.936644,49.773163,,Quebec,project_facility,Active,Advanced project,project,,,Zinc,"Zinc, copper, silver, gold",,nrcan_critical_df,POINT (1210875.800024 249261.72528),77
