main_id,name,longitude,latitude,geometry,peatland_presence
BC-MAIN-1342ed5d-2,Gibraltar,-122.28716,52.528495,POINT (-122.28716 52.528495),No data
ON-MAIN-dcf3194d-2,McCreedy West,-81.39894,46.638059,POINT (-81.39894 46.638059),No data
ON-MAIN-099602fd-1,Thierry,-90.34694,51.49667,POINT (-90.34694 51.49667),peat dominated
BC-MAIN-040f6522-2,Highland Valley,-121.0483,50.4855,POINT (-121.0483 50.4855),No data
NU-MAIN-5d4f52b4-1,High Lake,-110.8436,67.37556,POINT (-110.8436 67.37556),No data
SK-MAIN-92c5ea59-1,McIlvenna Bay,-102.89498,54.65977,POINT (-102.89498 54.65977),No data
BC-MAIN-b6add796-1,Kutcho,-128.38736,58.20996,POINT (-128.38736 58.20996),No data
ON-MAIN-af5d904f-2,Kidd Creek,-81.37,48.6894,POINT (-81.37 48.6894),peat dominated
QC-MAIN-6ac74402-2,Horne,-79.0151,48.2534,POINT (-79.0151 48.2534),No data
BC-MAIN-637c52c2-2,Kitimat,-128.6954,53.9976,POINT (-128.6954 53.9976),No data
NL-MAIN-790a609b-1,AGS Fluorspar,-55.4003,46.9038,POINT (-55.4003 46.9038),No data
MB-MAIN-8f99fefb-2,New Britannia,-100.024002,54.886349,POINT (-100.024002 54.886349),peat in soil mosaic
QC-MAIN-383c2fa3-1,Akasaba West,-77.58,48.04,POINT (-77.58 48.04),peat dominated
BC-MAIN-1638bb75-1,Golden Crown,-118.59,49.09,POINT (-118.59 49.09),No data
BC-MAIN-ac5c4f8e-1,New Prosperity,-123.62,51.46,POINT (-123.62 51.46),peat in soil mosaic
ON-MAIN-41bc0337-1,Upper Beaver,-79.76,48.16,POINT (-79.76 48.16),No data
BC-MAIN-e6cded7f-2,Mount Polley,-121.633931,52.544959,POINT (-121.633931 52.544959),No data
BC-MAIN-bc178f67-2,New Afton,-120.514,50.661,POINT (-120.514 50.661),No data
BC-MAIN-95797c9b-2,Red Chris,-129.78333,57.7,POINT (-129.78333 57.7),No data
QC-MAIN-5d1776d5-1,Troilus,-74.46,51.01,POINT (-74.46 51.01),peat in soil mosaic
BC-MAIN-18aacb3e-1,Iskut,-131.0925,56.66667,POINT (-131.0925 56.66667),No data
BC-MAIN-853363d1-1,KSM,-130.33556,56.46666,POINT (-130.33556 56.46666),No data
QC-MAIN-1b3434ee-1,Horne 5,-79.00953,48.25425,POINT (-79.00953 48.25425),No data
BC-MAIN-b6135486-1,Revel Ridge,-118.121,51.287,POINT (-118.121 51.287),No data
BC-MAIN-96b6e5eb-1,Kitsault Valley,-129.57778,55.75361,POINT (-129.57778 55.75361),No data
BC-MAIN-53bba17f-1,Eskay Creek,-130.43,56.653,POINT (-130.43 56.653),No data
YT-MAIN-11319f2d-1,Freegold Mountain,-137.2,62.3,POINT (-137.2 62.3),No data
MB-MAIN-e03a8156-1,East Wekusko - Snow Lake,-99.77143,54.78534,POINT (-99.77143 54.78534),peat in soil mosaic
YT-MAIN-6dca29e5-1,Klaza,-137.3175,62.14117,POINT (-137.3175 62.14117),No data
BC-MAIN-3091ca70-1,Deer Horn,-127.30826,53.3607,POINT (-127.30826 53.3607),No data
MB-MAIN-b483545e-1,Monument Bay,-92.914016,54.446415,POINT (-92.914016 54.446415),peat in soil mosaic
YT-MAIN-60122d63-1,Rackla Gold,-134.41278,64.19667,POINT (-134.41278 64.19667),No data
MB-MAIN-1136efa4-2,Stall Lake,-99.9451,54.85692,POINT (-99.9451 54.85692),peat in soil mosaic
MB-MAIN-fd93bf0f-2,Lalor Lake,-100.13333,54.86667,POINT (-100.13333 54.86667),peat in soil mosaic
MB-MAIN-515b1195-1,1901,-100.134,54.8557,POINT (-100.134 54.8557),peat in soil mosaic
MB-MAIN-82ea0522-1,Chisel North,-100.1111,54.8432,POINT (-100.1111 54.8432),peat in soil mosaic
MB-MAIN-6d9f24ca-1,Talbot,-99.6343,54.1133,POINT (-99.6343 54.1133),peat in soil mosaic
MB-MAIN-d97f30a3-1,Tower,-99.2284,53.9623,POINT (-99.2284 53.9623),peat in soil mosaic
MB-MAIN-567f87fa-1,Wim,-100.05248,55.02136,POINT (-100.05248 55.02136),peat in soil mosaic
QC-MAIN-44440aa8-2,LaRonde,-78.428,48.2516,POINT (-78.428 48.2516),No data
QC-MAIN-0fe82592-1,Lac-des-Îles,-75.5357,46.3753,POINT (-75.5357 46.3753),No data
ON-MAIN-4d689934-1,Albany,-84.45181,50.0293,POINT (-84.45181 50.0293),peat in soil mosaic
ON-MAIN-7f2e11bd-1,Bissett Creek,-78.05992,46.11814,POINT (-78.05992 46.11814),No data
QC-MAIN-ce74de1a-1,La Loutre,-74.99714,46.03656,POINT (-74.99714 46.03656),No data
QC-MAIN-fe7c9493-1,Lac Guéret (Uatnan),-69.1,51.14,POINT (-69.1 51.14),No data
QC-MAIN-d0738410-1,Lac Rainy Graphite,-67.07597,52.60511,POINT (-67.07597 52.60511),No data
ON-MAIN-f944754f-1,Kearney,-79.07927,45.72635,POINT (-79.07927 45.72635),No data
QC-MAIN-a7571857-1,Matawinie,-73.9212,46.61728,POINT (-73.9212 46.61728),No data
QC-MAIN-69334cb0-1,Lac Knife,-67.18179,52.54974,POINT (-67.18179 52.54974),No data
QC-MAIN-2b8cc0f4-1,Miller,-74.60994,45.66498,POINT (-74.60994 45.66498),No data
SK-MAIN-aa6e0640-1,Battle Creek,-109.52308,49.25252,POINT (-109.52308 49.25252),No data
SK-MAIN-191bfcc7-1,Battle Creek S,-109.40412,49.16964,POINT (-109.40412 49.16964),No data
SK-MAIN-7cadefdd-1,Battle Creek-Cypress,-109.429,49.4337,POINT (-109.429 49.4337),No data
SK-MAIN-08eac76f-1,Cadillac,-107.408,49.7702,POINT (-107.408 49.7702),No data
SK-MAIN-3e459ee3-1,Eastend,-108.91001,49.46264,POINT (-108.91001 49.46264),No data
SK-MAIN-5b419da6-1,Mankota,-107.01266,49.37296,POINT (-107.01266 49.37296),No data
AB-MAIN-73399207-1,Knappen,-111.433613,49.070095,POINT (-111.433613 49.070095),No data
SK-MAIN-f59d4f3f-1,Wilhelm,-107.86933,50.41543,POINT (-107.86933 50.41543),No data
AB-MAIN-cc42475c-1,Steveville,-111.860024,50.7136,POINT (-111.860024 50.7136),No data
AB-MAIN-a23961e4-1,Worsley,-119.1341,56.507923,POINT (-119.1341 56.507923),No data
QC-MAIN-dc872009-2,Lac Tio,-63.416,50.5541,POINT (-63.416 50.5541),No data
QC-MAIN-ba3d416f-1,Lac la Blache,-69.642,50.058,POINT (-69.642 50.058),No data
QC-MAIN-bc5dd61c-1,Mont Sorcier,-74.127578,49.918163,POINT (-74.127578 49.918163),No data
QC-MAIN-82b2717c-1,Blackrock,-74.062113,49.800453,POINT (-74.062113 49.800453),No data
QC-MAIN-b5c425d8-1,Blackrock Pyrometallurgical Facility,-70.854841,48.399648,POINT (-70.854841 48.399648),No data
QC-MAIN-7a5eacde-1,Lac Doré Vanadium,-73.95682,49.84573,POINT (-73.95682 49.84573),No data
QC-MAIN-4c223b8f-2,North American Lithium,-77.80934,48.4115,POINT (-77.80934 48.4115),No data
QC-MAIN-f7b40585-1,Lithium Demonstration Plant,-73.139626,46.043727,POINT (-73.139626 46.043727),No data
AB-MAIN-b8d91ef4-1,Bashaw District,-113.93655,51.77696,POINT (-113.93655 51.77696),No data
AB-MAIN-7a44e145-1,Boardwalk,-117.163427,54.946792,POINT (-117.163427 54.946792),No data
SK-MAIN-82b85062-1,Kindersley Lithium,-109.19120556,51.73894139,POINT (-109.19120556 51.73894139),No data
SK-MAIN-4690f3c8-1,Prairie Lithium,-103.63518,49.21363,POINT (-103.63518 49.21363),No data
AB-MAIN-26c965c2-1,Rainbow Lake,-119.30174,58.50664,POINT (-119.30174 58.50664),No data
QC-MAIN-8f616fcc-1,Authier,-78.19557,48.36207,POINT (-78.19557 48.36207),No data
ON-MAIN-a70df1a9-1,Georgia Lake,-88.00298,49.45236,POINT (-88.00298 49.45236),No data
QC-MAIN-66812dba-1,James Bay Lithium,-77.06667,52.23333,POINT (-77.06667 52.23333),peat dominated
QC-MAIN-f66d0226-1,Moblan,-74.91215,50.73176,POINT (-74.91215 50.73176),No data
ON-MAIN-4abc69ca-1,Separation Rapids,-94.58258,50.266,POINT (-94.58258 50.266),No data
ON-MAIN-313f0146-1,Seymour Lake,-88.4491,50.40987,POINT (-88.4491 50.40987),peat in soil mosaic
QC-MAIN-22c0a46a-1,Whabouchi,-75.85333,51.67972,POINT (-75.85333 51.67972),peat in soil mosaic
QC-MAIN-d8c75070-1,Rose,-76.172,52.022485,POINT (-76.172 52.022485),peat in soil mosaic
ON-MAIN-d06125fd-1,Pakeagama,-93.37727,52.60026,POINT (-93.37727 52.60026),peat in soil mosaic
QC-MAIN-2e5da440-1,Nemaska lithium conversion facility,-72.433334,46.333332,POINT (-72.433334 46.333332),No data
ON-MAIN-5c6e6c7a-1,Markham lithium reprocessing facility,-79.3415,43.8331,POINT (-79.3415 43.8331),No data
QC-MAIN-1d4869bb-1,Sirmac,-75.47624,50.62225,POINT (-75.47624 50.62225),No data
BC-MAIN-d1e8a97a-1,Mount Brussilof,-115.683,50.7887,POINT (-115.683 50.7887),No data
QC-MAIN-d1b8233a-1,Alliance Magnesium,-72.002255,45.760379,POINT (-72.002255 45.760379),No data
BC-MAIN-bb484112-1,Driftwood Creek,-116.575,50.904,POINT (-116.575 50.904),No data
BC-MAIN-6f23468f-1,Record Ridge,-117.884,49.082,POINT (-117.884 49.082),No data
QC-MAIN-ef20c691-2,Laterrière,-71.1287,48.3013,POINT (-71.1287 48.3013),No data
NL-MAIN-9ccf36c0-1,Scully Mine - Manganese project,-66.91222,52.91806,POINT (-66.91222 52.91806),No data
QC-MAIN-2e5da440-2,Becancour Plant,-72.433334,46.333332,POINT (-72.433334 46.333332),No data
NB-MAIN-14ab93ca-1,Battery Hill,-67.62547,46.22531,POINT (-67.62547 46.22531),No data
NB-MAIN-80b89ec9-1,Woodstock,-67.64,46.18,POINT (-67.64 46.18),No data
BC-MAIN-6b348f3c-1,Endako,-125.13278,54.04417,POINT (-125.13278 54.04417),No data
BC-MAIN-3173491b-1,Lone Pine,-126.73296,54.516548,POINT (-126.73296 54.516548),No data
BC-MAIN-74f5551c-1,Avanti Kitsault,-129.419,55.422,POINT (-129.419 55.422),No data
BC-MAIN-161ec4d9-1,Davidson,-127.29861,54.82,POINT (-127.29861 54.82),No data
MB-MAIN-90232f90-1,Minago,-99.21912,54.1092,POINT (-99.21912 54.1092),peat dominated
NL-MAIN-06a353b2-2,Long Harbour,-53.811792,47.410938,POINT (-53.811792 47.410938),No data
BC-MAIN-16e89d42-1,Decar,-125.359691,54.894513,POINT (-125.359691 54.894513),No data
ON-MAIN-8869c24c-2,Mississauga,-79.6671,43.7058,POINT (-79.6671 43.7058),No data
MB-MAIN-c8fbe1c0-2,Thompson (T-1 and T-3),-97.8444,55.7152,POINT (-97.8444 55.7152),peat in soil mosaic
BC-MAIN-afea17a6-1,Turnagain,-128.86282,58.47856,POINT (-128.86282 58.47856),No data
QC-MAIN-52b0862b-1,Dumont Nickel,-78.4425,48.64667,POINT (-78.4425 48.64667),No data
MB-MAIN-b7374552-1,Bucko Lake,-98.6558,54.8797,POINT (-98.6558 54.8797),peat in soil mosaic
QC-MAIN-62ba823d-1,Lac Rocher,-76.34166,50.58331,POINT (-76.34166 50.58331),No data
ON-MAIN-d8a52df2-1,Redstone,-81.16472,48.31667,POINT (-81.16472 48.31667),No data
NL-MAIN-be92136a-2,Voisey’s Bay,-62.090855,56.331659,POINT (-62.090855 56.331659),No data
ON-MAIN-d1b9bbe6-2,Port Colborne,-79.24,42.883,POINT (-79.24 42.883),No data
ON-MAIN-07bc135f-1,Kenbridge,-93.6347,49.48357,POINT (-93.6347 49.48357),No data
MB-MAIN-17adc4a4-1,Lynn Lake,-101.03486,56.85217,POINT (-101.03486 56.85217),peat in soil mosaic
ON-MAIN-7b682137-2,Nickel Rim South,-80.796793,46.657982,POINT (-80.796793 46.657982),No data
ON-MAIN-8de2b54e-1,Crean Hill,-81.36167,46.42472,POINT (-81.36167 46.42472),No data
ON-MAIN-21de8cef-1,Onaping Depth,-81.383878,46.632019,POINT (-81.383878 46.632019),No data
ON-MAIN-92254f18-1,Victoria,-81.38333,46.41667,POINT (-81.38333 46.41667),No data
ON-MAIN-cef2ae42-1,Eagle's Nest,-86.3038,52.74202,POINT (-86.3038 52.74202),peat dominated
MB-MAIN-72954693-1,Makwa Mayville,-95.60953,50.6298,POINT (-95.60953 50.6298),peat in soil mosaic
NU-MAIN-4da97af6-1,Ferguson Lake,-96.83306,62.87306,POINT (-96.83306 62.87306),No data
ON-MAIN-771f682a-1,Shakespeare,-81.85944,46.33417,POINT (-81.85944 46.33417),No data
QC-MAIN-2747f5c0-2,Nunavik Nickel,-74.1375,61.420856,POINT (-74.1375 61.420856),No data
ON-MAIN-2a7426bd-2,Fraser,-81.3404,46.6633,POINT (-81.3404 46.6633),No data
ON-MAIN-8d7da620-2,Totten,-81.454839,46.381174,POINT (-81.454839 46.381174),No data
ON-MAIN-e79f2bec-2,Strathcona,-81.3427,46.6734,POINT (-81.3427 46.6734),No data
ON-MAIN-22af9c76-2,Clarabelle,-81.056782,46.495822,POINT (-81.056782 46.495822),No data
ON-MAIN-48489720-2,Coleman,-81.3397,46.6771,POINT (-81.3397 46.6771),No data
ON-MAIN-20ca68bc-2,Copper Cliff Complex,-81.068205,46.491445,POINT (-81.068205 46.491445),No data
ON-MAIN-9e805c41-2,Creighton,-81.1861,46.474,POINT (-81.1861 46.474),No data
ON-MAIN-eba2313b-2,Garson,-80.857,46.568,POINT (-80.857 46.568),No data
YT-MAIN-62f18e31-1,Nickel Shaw,-139.53333,61.46667,POINT (-139.53333 61.46667),No data
ON-MAIN-71c22461-1,Crawford,-81.37309,48.83972,POINT (-81.37309 48.83972),peat dominated
QC-MAIN-5a8a80ca-2,Raglan,-73.674669,61.687171,POINT (-73.674669 61.687171),No data
ON-MAIN-7aca343d-2,Port Hope,-78.2943,43.9429,POINT (-78.2943 43.9429),No data
QC-MAIN-a55bfb50-2,Niobec,-71.156929,48.532148,POINT (-71.156929 48.532148),No data
BC-MAIN-cfe1a12c-1,Aley,-123.77829,56.4471,POINT (-123.77829 56.4471),No data
ON-MAIN-9a1b3df8-1,James Bay (Argor),-80.63075,50.83912,POINT (-80.63075 50.83912),peat dominated
QC-MAIN-0f1f6d46-1,Crevier,-72.7644,49.46003,POINT (-72.7644 49.46003),No data
ON-MAIN-c0dbe3d0-1,Marathon,-86.3263,48.78758,POINT (-86.3263 48.78758),No data
ON-MAIN-260dc878-1,River Valley,-80.27606,46.70591,POINT (-80.27606 46.70591),No data
ON-MAIN-13e61769-1,Martison,-83.414444,50.314444,POINT (-83.414444 50.314444),peat dominated
ON-MAIN-bf708684-2,Lac des Iles,-89.6105,49.1691,POINT (-89.6105 49.1691),No data
ON-MAIN-f039002e-1,Thunder Bay North,-88.931,48.79,POINT (-88.931 48.79),No data
SK-MAIN-857ea9ac-1,Bethune,-105.26167,50.62917,POINT (-105.26167 50.62917),No data
SK-MAIN-40dff8a7-1,Allan,-106.068974,51.93062,POINT (-106.068974 51.93062),No data
SK-MAIN-5014d332-1,Cory,-106.859358,52.092027,POINT (-106.859358 52.092027),No data
SK-MAIN-8ca43d4c-1,Lanigan,-105.205794,51.853044,POINT (-105.205794 51.853044),No data
SK-MAIN-bff94fa0-1,Patience Lake,-106.376992,52.089362,POINT (-106.376992 52.089362),No data
SK-MAIN-3f3e5af5-1,Rocanville,-101.544281,50.471916,POINT (-101.544281 50.471916),No data
SK-MAIN-ee0fab1a-1,Jansen,-104.71415,51.8991,POINT (-104.71415 51.8991),No data
SK-MAIN-fa964b40-1,Milestone,-104.239825,50.236669,POINT (-104.239825 50.236669),No data
NB-MAIN-b72cbf1c-1,Millstream,-65.63,45.705,POINT (-65.63 45.705),No data
SK-MAIN-52fbe54e-1,Muskowekwan,-104.01827,51.33382,POINT (-104.01827 51.33382),No data
MB-MAIN-2ee057b8-1,PADCOM Potash Mine,-101.483097,50.735345,POINT (-101.483097 50.735345),No data
SK-MAIN-ab9c65a7-1,Southey,-104.65979,51.11466,POINT (-104.65979 51.11466),No data
SK-MAIN-86dd1c37-1,Vanguard,-106.21347,50.84335,POINT (-106.21347 50.84335),No data
SK-MAIN-640b427c-1,Wynyard,-103.931327,51.69246,POINT (-103.931327 51.69246),No data
SK-MAIN-63c7f86f-1,Vanscoy,-107.08,52.01,POINT (-107.08 52.01),No data
SK-MAIN-f543c146-1,Belle Plaine,-105.181423,50.435626,POINT (-105.181423 50.435626),No data
SK-MAIN-eb9cd2a9-1,Esterhazy (K-3),-101.845218,50.659914,POINT (-101.845218 50.659914),No data
QC-MAIN-e066357e-1,Kipawa (Zeus),-78.4745,46.81747,POINT (-78.4745 46.81747),No data
QC-MAIN-e363e5b1-1,Eldor (Ashram),-68.40417,56.94583,POINT (-68.40417 56.94583),No data
NT-MAIN-0f6cb3ad-1,Nechalacho - T-Zone & Tardiff Zone,-112.59972,62.11806,POINT (-112.59972 62.11806),peat dominated
NL-MAIN-da3b3dae-1,Port Hope Simpson (Foxtrot),-55.82417,52.39833,POINT (-55.82417 52.39833),No data
SK-MAIN-98848a83-1,Rare Earth Processing Facility,-106.62737,52.1400327,POINT (-106.62737 52.1400327),No data
ON-MAIN-e116f385-2,RapidSX Demonstration Plant,-76.5,44.233334,POINT (-76.5 44.233334),No data
QC-MAIN-1fabc906-1,REE Recycling Facility (Saint-Bruno),-73.340812,45.525976,POINT (-73.340812 45.525976),No data
SK-MAIN-53a8c866-1,Rare Earth Processing Facility,-106.656706,52.176809,POINT (-106.656706 52.176809),No data
QC-MAIN-8fcacde6-1,Saint-Honoré,-71.15445,48.54277,POINT (-71.15445 48.54277),No data
BC-MAIN-f80e2913-1,Wicheeda,-122.09912,54.53141,POINT (-122.09912 54.53141),No data
QC-MAIN-cfde9015-1,Strange Lake,-64.2,56.35,POINT (-64.2 56.35),No data
NT-MAIN-0f6cb3ad-2,Nechalacho - Basal Zone,-112.59972,62.11806,POINT (-112.59972 62.11806),peat dominated
QC-MAIN-6232bf35-1,Kwyjibo,-65.26564,51.04975,POINT (-65.26564 51.04975),No data
QC-MAIN-662f8a99-2,Rio Tinto Iron and Titanium,-73.138424,46.045907,POINT (-73.138424 46.045907),No data
QC-MAIN-f7b40585-2,Scandium Demonstration Plant,-73.139626,46.043727,POINT (-73.139626 46.043727),No data
QC-MAIN-dd392d35-1,Crater Lake,-63.8991,55.35025,POINT (-63.8991 55.35025),No data
YT-MAIN-ab926389-2,Keno Hill Silver District,-135.4833,63.9167,POINT (-135.4833 63.9167),peat in soil mosaic
ON-MAIN-ce39294f-2,Sudbury,-80.7993,46.5763,POINT (-80.7993 46.5763),No data
BC-MAIN-fa8dd7ae-1,Blue River,-119.15624,52.30233,POINT (-119.15624 52.30233),No data
NS-MAIN-6c39ff7e-1,East Kemptville,-65.68645,44.10091,POINT (-65.68645 44.10091),No data
NB-MAIN-a4415da5-1,Mount Pleasant,-66.82,45.44167,POINT (-66.82 45.44167),No data
NT-MAIN-03e8cde6-1,Cantung,-128.22812,61.96728,POINT (-128.22812 61.96728),No data
YT-MAIN-56c18e10-1,Mactung,-130.1525,63.2822222222,POINT (-130.1525 63.2822222222),No data
YT-MAIN-43994b92-1,Northern Dancer,-131.597777778,60.0052777778,POINT (-131.597777778 60.0052777778),No data
NB-MAIN-7b6678ae-1,Sisson,-67.045,46.365,POINT (-67.045 46.365),No data
SK-MAIN-3fcec2e7-2,Cigar Lake,-104.54123,58.06819,POINT (-104.54123 58.06819),No data
SK-MAIN-cbbe4602-2,Key Lake,-105.647,57.207,POINT (-105.647 57.207),No data
SK-MAIN-fa315b6c-2,McArthur River,-105.053,57.7637,POINT (-105.053 57.7637),No data
SK-MAIN-cec62931-2,McClean Lake,-103.8361,58.3472,POINT (-103.8361 58.3472),No data
SK-MAIN-1dda9c9d-1,Eagle Point,-103.60839,58.28918,POINT (-103.60839 58.28918),peat in soil mosaic
SK-MAIN-11948fa6-1,Horseshoe-Raven,-103.73639,58.15333,POINT (-103.73639 58.15333),No data
NU-MAIN-af98f320-1,Kiggavik-Sissons,-97.725,64.385,POINT (-97.725 64.385),No data
NL-MAIN-9ee6abcb-1,Michelin,-59.984,54.584,POINT (-59.984 54.584),peat in soil mosaic
SK-MAIN-e95a9d65-1,Midwest,-104.08859,58.30535,POINT (-104.08859 58.30535),No data
SK-MAIN-6e2b2410-1,Millennium,-105.63442,57.52045,POINT (-105.63442 57.52045),No data
SK-MAIN-a584d05d-1,Rabbit Lake,-103.71697,58.19892,POINT (-103.71697 58.19892),No data
SK-MAIN-b0e502f0-1,Patterson Lake South,-109.364,57.639,POINT (-109.364 57.639),No data
SK-MAIN-19e40503-1,Rook I,-108.9925,57.59144,POINT (-108.9925 57.59144),No data
SK-MAIN-b99b2981-1,Waterbury,-104.03032,58.3478,POINT (-104.03032 58.3478),No data
SK-MAIN-85cc24e6-1,Wheeler River,-105.38137,57.50888,POINT (-105.38137 57.50888),No data
AB-MAIN-e029cb1f-2,The Cobalt Refinery Company Inc.,-113.19011,53.719929,POINT (-113.19011 53.719929),No data
BC-MAIN-9be7e69d-2,Trail,-117.7137,49.0999,POINT (-117.7137 49.0999),No data
ON-MAIN-2e8f3879-2,Ottawa Plant,-75.562391,45.298042,POINT (-75.562391 45.298042),No data
AB-MAIN-5886ad62-1,SBH Black Shale,-111.90375,57.68711,POINT (-111.90375 57.68711),peat in soil mosaic
QC-MAIN-746467df-2,Vaudreuil Works,-71.157919,48.428476,POINT (-71.157919 48.428476),No data
QC-MAIN-958e6b58-1,Scott Lake,-74.67023,49.86103,POINT (-74.67023 49.86103),peat in soil mosaic
ON-MAIN-1eff4e4b-1,Superior Lake,-87.38361,48.9775,POINT (-87.38361 48.9775),No data
YT-MAIN-777864fa-1,Marg,-134.43958,64.01187,POINT (-134.43958 64.01187),No data
QC-MAIN-53721d44-1,Caber Complex,-77.936644,49.773163,POINT (-77.936644 49.773163),peat in soil mosaic
BC-MAIN-eb5b0a1d-2,Myra Falls,-125.59,49.57,POINT (-125.59 49.57),No data
NU-MAIN-3a15ba90-1,Izok Lake,-112.79889,65.63056,POINT (-112.79889 65.63056),No data
NT-MAIN-969facce-1,Pine Point,-114.38652,60.87216,POINT (-114.38652 60.87216),No data
YT-MAIN-860ad5a3-1,Selwyn,-129.20011,62.45542,POINT (-129.20011 62.45542),No data
YT-MAIN-80c56f4b-1,Yukon Base Metal,-132.198,62.902,POINT (-132.198 62.902),No data
QC-MAIN-7aedd1d1-2,Canadian Electrolytic Zinc Limited (CEZinc),-74.097205,45.228312,POINT (-74.097205 45.228312),No data
NL-MAIN-d57abb7f-1,Buchans River,-56.855965,48.829018,POINT (-56.855965 48.829018),peat in soil mosaic
NU-MAIN-9aa02969-1,Hackett River,-108.36306,65.91667,POINT (-108.36306 65.91667),No data
YT-MAIN-c333e0eb-1,Kudz Ze Kayah,-130.59894,61.47108,POINT (-130.59894 61.47108),No data
QC-MAIN-31d99c67-1,Langlois,-76.67358,49.24564,POINT (-76.67358 49.24564),No data
NS-MAIN-10a1b988-1,Scotia,-63.34479,45.03248,POINT (-63.34479 45.03248),No data
BC-MAIN-360b5bc6-1,Akie,-124.86599,57.38088,POINT (-124.86599 57.38088),No data
YT-MAIN-2e6786ff-1,Macmillan Pass,-130.15143,63.16057,POINT (-130.15143 63.16057),No data
NB-MAIN-cd82270d-1,Nash Creek,-66.09771,47.88939,POINT (-66.09771 47.88939),No data
NT-MAIN-9d6f2c07-1,Prairie Creek,-124.79938,61.55713,POINT (-124.79938 61.55713),No data
NB-MAIN-97cfe920-1,Caribou,-66.29013,47.56418,POINT (-66.29013 47.56418),No data
NB-MAIN-658c67a1-1,Halfmile,-66.3225,47.30317,POINT (-66.3225 47.30317),No data
NB-MAIN-100864a2-1,Murray Brook,-66.43167,47.52528,POINT (-66.43167 47.52528),No data
NB-MAIN-e2850267-1,Stratmat,-66.3125,47.30417,POINT (-66.3125 47.30417),No data
QC-MAIN-768b402a-1,Abcourt-Barvue,-77.67901,48.52154,POINT (-77.67901 48.52154),No data
QC-MAIN-7c67a92e-1,Horizon,-73.450825,45.57462,POINT (-73.450825 45.57462),No data
