row_id,year,reporting_level,reported_company_nrcan,name,main_id,facility_group_id,facility_type,mining_processing_type,commodity,reserves_resources,reserves_resources_type,ore,ore_unit,grade,grade_unit,metal_content,metal_content_unit,norm,recovery_rate,comment,source,Unnamed: 21
RES-f9e41c2a-2024-4,2024,Site-specific,Eldorado Gold,Lamaque,QC-MAIN-f9e41c2a,-,mining,"Underground, concentrator",Gold,Resources,Indicated,277840,kt,1.15,g/t,10242.0,koz,,,,Data.xlsx,Represents Glencore 77% interest
RES-f9e41c2a-2024-5,2024,Site-specific,Eldorado Gold,Lamaque,QC-MAIN-f9e41c2a,-,mining,"Underground, concentrator",Gold,Resources,Inferred,114527,kt,1.84,g/t,6762.0,koz,,,,Data.xlsx,Represents Glencore 77% interest
RES-7f050560-2024-1,2024,Site-specific,Evolution Mining Ltd,Red Lake,ON-MAIN-7f050560,-,,,Gold,Reserves,Probable,12.4,Mt,6.87,g/t,2748.0,koz,,,,https://evolutionmining.com.au/reservesresources/,Represents Glencore 77% interest
RES-7f050560-2024-2,2024,Site-specific,Evolution Mining Ltd,Red Lake,ON-MAIN-7f050560,-,mining,"Underground, concentrator",Gold,Resources,Indicated,32.4,Mt,6.89,g/t,7174.0,koz,,,,https://evolutionmining.com.au/reservesresources/,Represents Glencore 77% interest
RES-7f050560-2024-3,2024,Site-specific,Evolution Mining Ltd,Red Lake,ON-MAIN-7f050560,-,mining,"Underground, concentrator",Gold,Resources,Inferred,22.7,Mt,6.1,g/t,4456.0,koz,,,,https://evolutionmining.com.au/reservesresources/,
RES-c139de6d-2024-1,2024,Site-specific,FireFly Metals Ltd,Ming,NL-MAIN-c139de6d,-,mining,Concentrator,Copper,Resources,Measured,8.4,Mt,1.71,%,144.0,kt,,,,AR_2024,
RES-c139de6d-2024-2,2024,Site-specific,FireFly Metals Ltd,Ming,NL-MAIN-c139de6d,-,mining,Concentrator,Gold,Resources,Measured,8.4,Mt,0.5,g/t,124.0,koz,,,,AR_2024,
RES-c139de6d-2024-3,2024,Site-specific,FireFly Metals Ltd,Ming,NL-MAIN-c139de6d,-,mining,Concentrator,Silver,Resources,Measured,8.4,Mt,3.6,g/t,962.0,koz,,,,AR_2024,
RES-c139de6d-2024-4,2024,Site-specific,FireFly Metals Ltd,Ming,NL-MAIN-c139de6d,-,mining,Concentrator,Copper,Resources,Indicated,15.3,Mt,1.85,%,284.0,kt,,,,AR_2024,
RES-c139de6d-2024-5,2024,Site-specific,FireFly Metals Ltd,Ming,NL-MAIN-c139de6d,-,mining,Concentrator,Gold,Resources,Indicated,15.3,Mt,0.3,g/t,148.0,koz,,,,AR_2024,
RES-c139de6d-2024-6,2024,Site-specific,FireFly Metals Ltd,Ming,NL-MAIN-c139de6d,-,mining,Concentrator,Silver,Resources,Indicated,15.3,Mt,2.4,g/t,1164.0,koz,,,,AR_2024,
RES-c139de6d-2024-7,2024,Site-specific,FireFly Metals Ltd,Ming,NL-MAIN-c139de6d,-,mining,Concentrator,Copper,Resources,Inferred,6.4,Mt,1.86,%,120.0,kt,,,,AR_2024,
RES-c139de6d-2024-8,2024,Site-specific,FireFly Metals Ltd,Ming,NL-MAIN-c139de6d,-,mining,Concentrator,Gold,Resources,Inferred,6.4,Mt,0.4,g/t,79.0,koz,,,,AR_2024,
RES-c139de6d-2024-9,2024,Site-specific,FireFly Metals Ltd,Ming,NL-MAIN-c139de6d,-,mining,Concentrator,Silver,Resources,Inferred,6.4,Mt,2.6,g/t,537.0,koz,,,,AR_2024,
RES-f8313ebd-2024-1,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,-,mining,Concentrator,Ore,Resources,Measured,8.2,Mt,,,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-f8313ebd-2024-2,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,-,mining,Concentrator,Nickel,Resources,Measured,,Mt,3.12,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-f8313ebd-2024-3,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,-,mining,Concentrator,Copper,Resources,Measured,,Mt,0.85,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-f8313ebd-2024-4,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,-,mining,Concentrator,Cobalt,Resources,Measured,,Mt,0.07,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-f8313ebd-2024-5,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,-,mining,Concentrator,Platinum,Resources,Measured,,Mt,0.91,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-f8313ebd-2024-6,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,-,mining,Concentrator,Palladium,Resources,Measured,,Mt,2.2,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-f8313ebd-2024-7,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,-,mining,Concentrator,Ore,Resources,Indicated,15.8,Mt,,,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-f8313ebd-2024-8,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,-,mining,Concentrator,Nickel,Resources,Indicated,,Mt,3.12,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-f8313ebd-2024-9,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,-,mining,Concentrator,Copper,Resources,Indicated,,Mt,0.94,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-f8313ebd-2024-10,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,-,mining,Concentrator,Cobalt,Resources,Indicated,,Mt,0.07,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-f8313ebd-2024-11,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,-,mining,Concentrator,Platinum,Resources,Indicated,,Mt,0.92,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-f8313ebd-2024-12,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,-,mining,Concentrator,Palladium,Resources,Indicated,,Mt,2.3,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-f8313ebd-2024-13,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,-,mining,Concentrator,Ore,Resources,Inferred,11,Mt,,,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-f8313ebd-2024-14,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,-,mining,Concentrator,Nickel,Resources,Inferred,,Mt,3.22,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-f8313ebd-2024-15,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,-,mining,Concentrator,Copper,Resources,Inferred,,Mt,0.89,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-f8313ebd-2024-16,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,-,mining,Concentrator,Cobalt,Resources,Inferred,,Mt,0.07,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-f8313ebd-2024-17,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,-,mining,Concentrator,Platinum,Resources,Inferred,,Mt,0.89,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-f8313ebd-2024-18,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,-,mining,Concentrator,Palladium,Resources,Inferred,,Mt,2.3,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-f8313ebd-2024-19,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,-,mining,Concentrator,Ore,Reserves,Proved,9,Mt,,,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-f8313ebd-2024-20,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,-,mining,Concentrator,Nickel,Reserves,Proved,,Mt,2.46,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-f8313ebd-2024-21,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,-,mining,Concentrator,Copper,Reserves,Proved,,Mt,0.69,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-f8313ebd-2024-22,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,-,mining,Concentrator,Cobalt,Reserves,Proved,,Mt,0.05,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-f8313ebd-2024-23,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,-,mining,Concentrator,Platinum,Reserves,Proved,,Mt,0.73,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-f8313ebd-2024-24,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,-,mining,Concentrator,Palladium,Reserves,Proved,,Mt,1.7,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-f8313ebd-2024-25,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,-,mining,Concentrator,Ore,Reserves,Probable,6.3,Mt,,,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-f8313ebd-2024-26,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,-,mining,Concentrator,Nickel,Reserves,Probable,,Mt,2.54,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-f8313ebd-2024-27,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,-,mining,Concentrator,Copper,Reserves,Probable,,Mt,0.71,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-f8313ebd-2024-28,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,-,mining,Concentrator,Cobalt,Reserves,Probable,,Mt,0.06,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-f8313ebd-2024-29,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,-,mining,Concentrator,Platinum,Reserves,Probable,,Mt,0.77,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-f8313ebd-2024-30,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,-,mining,Concentrator,Palladium,Reserves,Probable,,Mt,1.8,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-GRP-de097f20-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,-,GRP-de097f20,mining and manufacturing,"Underground, concentrator, Smelter",Ore,Resources,Measured,9.6,Mt,,,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-GRP-de097f21-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,-,GRP-de097f21,mining and manufacturing,"Underground, concentrator, Smelter",Nickel,Resources,Measured,,Mt,2.9,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-GRP-de097f22-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,-,GRP-de097f22,mining and manufacturing,"Underground, concentrator, Smelter",Copper,Resources,Measured,,Mt,0.82,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-GRP-de097f23-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,-,GRP-de097f23,mining and manufacturing,"Underground, concentrator, Smelter",Cobalt,Resources,Measured,,Mt,0.07,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-GRP-de097f24-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,-,GRP-de097f24,mining and manufacturing,"Underground, concentrator, Smelter",Platinum,Resources,Measured,,Mt,0.81,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-GRP-de097f25-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,-,GRP-de097f25,mining and manufacturing,"Underground, concentrator, Smelter",Palladium,Resources,Measured,,Mt,1.9,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-GRP-de097f26-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,-,GRP-de097f26,mining and manufacturing,"Underground, concentrator, Smelter",Ore,Resources,Indicated,35.9,Mt,,,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-GRP-de097f27-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,-,GRP-de097f27,mining and manufacturing,"Underground, concentrator, Smelter",Nickel,Resources,Indicated,,Mt,2.52,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-GRP-de097f28-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,-,GRP-de097f28,mining and manufacturing,"Underground, concentrator, Smelter",Copper,Resources,Indicated,,Mt,2,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-GRP-de097f29-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,-,GRP-de097f29,mining and manufacturing,"Underground, concentrator, Smelter",Cobalt,Resources,Indicated,,Mt,0.05,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-GRP-de097f30-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,-,GRP-de097f30,mining and manufacturing,"Underground, concentrator, Smelter",Platinum,Resources,Indicated,,Mt,1,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-GRP-de097f31-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,-,GRP-de097f31,mining and manufacturing,"Underground, concentrator, Smelter",Palladium,Resources,Indicated,,Mt,1.07,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-GRP-de097f32-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,-,GRP-de097f32,mining and manufacturing,"Underground, concentrator, Smelter",Ore,Resources,Inferred,60,Mt,,,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-GRP-de097f33-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,-,GRP-de097f33,mining and manufacturing,"Underground, concentrator, Smelter",Nickel,Resources,Inferred,,Mt,1.46,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-GRP-de097f34-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,-,GRP-de097f34,mining and manufacturing,"Underground, concentrator, Smelter",Copper,Resources,Inferred,,Mt,1.63,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-GRP-de097f35-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,-,GRP-de097f35,mining and manufacturing,"Underground, concentrator, Smelter",Cobalt,Resources,Inferred,,Mt,0.03,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-GRP-de097f36-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,-,GRP-de097f36,mining and manufacturing,"Underground, concentrator, Smelter",Platinum,Resources,Inferred,,Mt,0.69,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-GRP-de097f37-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,-,GRP-de097f37,mining and manufacturing,"Underground, concentrator, Smelter",Palladium,Resources,Inferred,,Mt,1.1,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-GRP-de097f38-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,-,GRP-de097f38,mining and manufacturing,"Underground, concentrator, Smelter",Ore,Reserves,Proved,9.9,Mt,,,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-GRP-de097f39-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,-,GRP-de097f39,mining and manufacturing,"Underground, concentrator, Smelter",Nickel,Reserves,Proved,,Mt,2.36,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-GRP-de097f40-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,-,GRP-de097f40,mining and manufacturing,"Underground, concentrator, Smelter",Copper,Reserves,Proved,,Mt,0.67,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-GRP-de097f41-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,-,GRP-de097f41,mining and manufacturing,"Underground, concentrator, Smelter",Cobalt,Reserves,Proved,,Mt,0.05,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-GRP-de097f42-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,-,GRP-de097f42,mining and manufacturing,"Underground, concentrator, Smelter",Platinum,Reserves,Proved,,Mt,0.68,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-GRP-de097f43-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,-,GRP-de097f43,mining and manufacturing,"Underground, concentrator, Smelter",Palladium,Reserves,Proved,,Mt,1.6,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-GRP-de097f44-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,-,GRP-de097f44,mining and manufacturing,"Underground, concentrator, Smelter",Ore,Reserves,Probable,21.5,Mt,,,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-GRP-de097f45-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,-,GRP-de097f45,mining and manufacturing,"Underground, concentrator, Smelter",Nickel,Reserves,Probable,,Mt,2.02,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-GRP-de097f46-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,-,GRP-de097f46,mining and manufacturing,"Underground, concentrator, Smelter",Copper,Reserves,Probable,,Mt,0.87,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-GRP-de097f47-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,-,GRP-de097f47,mining and manufacturing,"Underground, concentrator, Smelter",Cobalt,Reserves,Probable,,Mt,0.05,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-GRP-de097f48-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,-,GRP-de097f48,mining and manufacturing,"Underground, concentrator, Smelter",Platinum,Reserves,Probable,,Mt,0.5,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-GRP-de097f49-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,-,GRP-de097f49,mining and manufacturing,"Underground, concentrator, Smelter",Palladium,Reserves,Probable,,Mt,0.83,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-a97821c0-2024-1,2024,Site-specific,Glencore,Kidd Creek,QC-MAIN-a97821c0,-,mining,Underground,Ore,Resources,Measured,3.1,Mt,,,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-a97821c0-2024-2,2024,Site-specific,Glencore,Kidd Creek,QC-MAIN-a97821c0,-,mining,Underground,Zinc,Resources,Measured,,Mt,3.42,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-a97821c0-2024-3,2024,Site-specific,Glencore,Kidd Creek,QC-MAIN-a97821c0,-,mining,Underground,Copper,Resources,Measured,,Mt,1.38,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-a97821c0-2024-4,2024,Site-specific,Glencore,Kidd Creek,QC-MAIN-a97821c0,-,mining,Underground,Silver,Resources,Measured,,Mt,42,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-a97821c0-2024-5,2024,Site-specific,Glencore,Kidd Creek,QC-MAIN-a97821c0,-,mining,Underground,Ore,Resources,Indicated,0.3,Mt,,,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-a97821c0-2024-6,2024,Site-specific,Glencore,Kidd Creek,QC-MAIN-a97821c0,-,mining,Underground,Zinc,Resources,Indicated,,Mt,3.42,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-a97821c0-2024-7,2024,Site-specific,Glencore,Kidd Creek,QC-MAIN-a97821c0,-,mining,Underground,Copper,Resources,Indicated,,Mt,1.38,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-a97821c0-2024-8,2024,Site-specific,Glencore,Kidd Creek,QC-MAIN-a97821c0,-,mining,Underground,Silver,Resources,Indicated,,Mt,42,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-a97821c0-2024-9,2024,Site-specific,Glencore,Kidd Creek,QC-MAIN-a97821c0,-,mining,Underground,Ore,Reserves,Proved,1.5,Mt,,,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-a97821c0-2024-10,2024,Site-specific,Glencore,Kidd Creek,QC-MAIN-a97821c0,-,mining,Underground,Zinc,Reserves,Proved,,Mt,3.42,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-a97821c0-2024-11,2024,Site-specific,Glencore,Kidd Creek,QC-MAIN-a97821c0,-,mining,Underground,Copper,Reserves,Proved,,Mt,1.41,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-a97821c0-2024-12,2024,Site-specific,Glencore,Kidd Creek,QC-MAIN-a97821c0,-,mining,Underground,Silver,Reserves,Proved,,Mt,40,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-a97821c0-2024-13,2024,Site-specific,Glencore,Kidd Creek,QC-MAIN-a97821c0,-,mining,Underground,Ore,Reserves,Probable,1.3,Mt,,,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-a97821c0-2024-14,2024,Site-specific,Glencore,Kidd Creek,QC-MAIN-a97821c0,-,mining,Underground,Zinc,Reserves,Probable,,Mt,3.51,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-a97821c0-2024-15,2024,Site-specific,Glencore,Kidd Creek,QC-MAIN-a97821c0,-,mining,Underground,Copper,Reserves,Probable,,Mt,1.23,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-a97821c0-2024-16,2024,Site-specific,Glencore,Kidd Creek,QC-MAIN-a97821c0,-,mining,Underground,Silver,Reserves,Probable,,Mt,45,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,
RES-4724f4ba-2024-1,2024,Site-specific,Gold Mountain Mining Corp.,Elk,BC-MAIN-4724f4ba,-,mining,Open-pit,Gold,Resources,Measured,169000,t,10.3,g/t,56000.0,oz,,,,Q4.24-GMTN-Deck-2,
RES-4724f4ba-2024-2,2024,Site-specific,Gold Mountain Mining Corp.,Elk,BC-MAIN-4724f4ba,-,mining,Open-pit,Gold,Resources,Indicated,4190000,t,5.4,g/t,750000.0,oz,,,,Q4.24-GMTN-Deck-3,
RES-4724f4ba-2024-3,2024,Site-specific,Gold Mountain Mining Corp.,Elk,BC-MAIN-4724f4ba,-,mining,Open-pit,Gold,Resources,Inferred,1497000,t,5.3,g/t,262000.0,oz,,,,Q4.24-GMTN-Deck-4,
RES-b86f7d07-2024-1,2024,Site-specific,Hecla Mining Company,Keno Hill Silver District,QC-MAIN-b86f7d07,-,mining,"Open-pit, underground, concentrator",Silver,Reserves,Proven,13,kt,28.1,oz/t,364.0,koz,,,,RR-tables-12-31-2024,
RES-b86f7d07-2024-2,2024,Site-specific,Hecla Mining Company,Keno Hill Silver District,QC-MAIN-b86f7d07,-,mining,"Open-pit, underground, concentrator",Lead,Reserves,Proven,13,kt,3,%,380.0,t,,,,RR-tables-12-31-2024,
RES-b86f7d07-2024-3,2024,Site-specific,Hecla Mining Company,Keno Hill Silver District,QC-MAIN-b86f7d07,-,mining,"Open-pit, underground, concentrator",Zinc,Reserves,Proven,13,kt,1.6,%,200.0,t,,,,RR-tables-12-31-2024,
RES-b86f7d07-2024-4,2024,Site-specific,Hecla Mining Company,Keno Hill Silver District,QC-MAIN-b86f7d07,-,mining,"Open-pit, underground, concentrator",Silver,Reserves,Probable,2630,kt,24.3,oz/t,63914.0,koz,,,,RR-tables-12-31-2024,
