row_id,year,tailing_id,tsf_name,related_mine,main_owner,full_ownership,operator,longitude,latitude,status,construction_year,raise_type,current_maximum_height,current_tailings_storage,planned_storage_5_years,hazard_categorization,classification_system,link,source,source_df,geometry,main_id,cluster_id
TAIL-8e5e2bc0-2019-1,2019,NB-TAIL-8e5e2bc0,Mine 12 Tailings Impoundment East Dam E2,Brunswick Mine,Xstrata plc,,Xstrata plc,-65.86833333,47.48388889,Closed,1964.0,Upstream,35.0,71400000,71400000,Low,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (2132637.245821 328000.053267),,131
TAIL-62153b3f-2019-1,2019,QC-TAIL-62153b3f,Dam 6,Mines Gaspe,Xstrata plc,,Xstrata plc,-65.4375,48.91916667,Closed,1973.0,Downstream,15.0,150000,150000,Significant,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (2090129.29181 485665.063985),,132
TAIL-53570e91-2019-1,2019,QC-TAIL-53570e91,Tailings Storage Facility 1 (Tailings Dam 1),Mines Gaspe,Xstrata plc,,Xstrata plc,-65.46083333,48.92611111,Closed,1955.0,Upstream,35.0,26700000,26700000,Low,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (2088253.96903 485589.291816),,132
TAIL-169e21ab-2019-1,2019,QC-TAIL-169e21ab,Tailings Storage Facility 2 (Tailings Dam 2),Mines Gaspe,Xstrata plc,,Xstrata plc,-65.47138889,48.92194444,Closed,1963.0,Upstream,44.0,34900000,34900000,High,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (2087769.687359 484828.351311),,132
TAIL-831b34b1-2019-1,2019,QC-TAIL-831b34b1,Tailings Storage Facility 3 (Tailings Dam 3),Mines Gaspe,Xstrata plc,,Xstrata plc,-65.49888889,48.91666667,Closed,1972.0,Downstream,54.0,5080000,5080000,Low,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (2086229.533357 483401.008214),,132
TAIL-0682de72-2019-1,2019,ON-TAIL-0682de72,"Geco Tailings Facility (CN1, CN2 , CP, CP3, E1-E3)",Geco,Xstrata plc,,Xstrata plc,-85.78111111,49.16222222,Closed,1955.0,Upstream,35.0,40000000,40000000,High,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (669598.542028 66645.251799),,133
TAIL-2cf0efd7-2019-1,2019,NB-TAIL-2cf0efd7,Tailings Management Area ,Heath Steele,Subsidiary,,,-66.075,47.2725,Closed,1990.0,Downstream,21.0,15700000,15700000,Very High,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (2128960.649499 299840.878272),,134
TAIL-4ffa481c-2019-1,2019,ON-TAIL-4ffa481c,Mattabi TSF ,Mattabi,Subsidiary,,,-90.95027778,49.86833333,Closed,1971.0,Upstream,10.0,10000000,10000000,High,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (289990.810266 105649.646968),,135
TAIL-016edf6c-2019-1,2019,ON-TAIL-016edf6c,Tailings Storage Facility (Dam D/G),Willroy,Subsidiary,,,-85.82972222,49.16555556,Closed,1950.0,Upstream,21.0,5300000,5300000,High,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (666039.090717 66501.482224),,133
TAIL-0ccc8207-2019-1,2019,BC-TAIL-0ccc8207,Tailings Storage Facility (Main Dam),Brenda,Glencore Xstrata,"Glencore, Xstrata",Glencore Xstrata,-119.9513889,49.85972222,Closed,1969.0,Centreline,140.0,133000000,133000000,Extreme,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (-1742777.719915 441740.227888),,136
TAIL-d591f938-2019-1,2019,BC-TAIL-d591f938,Tailings Storage Facility Saddle Dam,Brenda,Glencore Xstrata,"Glencore, Xstrata",Glencore Xstrata,-119.9519417,49.86160833,Closed,1979.0,Downstream,38.0,133000000,133000000,Extreme,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (-1742734.388715 441948.594458),,136
TAIL-730bdb2f-2019-1,2019,BC-TAIL-730bdb2f,Boss Tailings Storage Facility (Main Dam),Boss Mountain,Glencore Plc,,Glencore Plc,-120.8694444,52.09305556,Closed,1977.0,Downstream,15.0,5000000,5000000,High,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (-1705809.444581 693889.253241),,137
TAIL-ba9838e8-2019-1,2019,BC-TAIL-ba9838e8,Boss Tailings Storage Facility North Tailings Berm,Boss Mountain,Glencore Plc,,Glencore Plc,-120.8694444,52.09305556,Closed,1977.0,Downstream,5.0,5000000,5000000,Low,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (-1705809.444581 693889.253241),,137
TAIL-3151f401-2019-1,2019,BC-TAIL-3151f401,Main Tailings Impoundment Dam 1-6,Bell,Glencore Canada Corporation,,Glencore Canada Corporation,-126.2323306,55.00309444,Closed,1970.0,Downstream,52.0,48000000,48000000,Low,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (-1882843.003914 1132920.885478),,138
TAIL-d99b358a-2019-1,2019,BC-TAIL-d99b358a,"Tailings Expansion (Dam 7,8)",Bell,Glencore Canada Corporation,,Glencore Canada Corporation,-126.2323306,55.00309444,Closed,1980.0,Downstream,55.0,1000000,1000000,Low,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (-1882843.003914 1132920.885478),,138
TAIL-6ceb6d3d-2019-1,2019,BC-TAIL-6ceb6d3d,No. 1 Tailings Impoundment (Dam 1),Granisle,Glencore Canada Corporation,,Glencore Canada Corporation,-126.1725,54.93888889,Closed,1966.0,Downstream,12.0,4000000,4000000,Low,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (-1882830.856394 1124964.051864),,138
TAIL-2a82318a-2019-1,2019,BC-TAIL-2a82318a,No. 2 Tailings Impoundment Dam 3-5,Granisle,Glencore Canada Corporation,,Glencore Canada Corporation,-126.1725,54.93888889,Closed,1968.0,Downstream,60.0,30000000,30000000,Low,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (-1882830.856394 1124964.051864),,138
TAIL-28d08f3e-2019-1,2019,QC-TAIL-28d08f3e,Noranda 4 (Principal Dyke),Fonderie Horne,Glencore Canada Corporation,,Glencore Canada Corporation,-79.07333333,48.23,Inactive,1947.0,Downstream,9.1,1880000,1880000,High,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (1174492.160024 62061.149751),QC-MAIN-30c1828c,75
TAIL-d3b8bfd3-2019-1,2019,QC-TAIL-d3b8bfd3,"Noranda 5 Polishing Pond (South, North-East  and West Dyke)",Fonderie Horne,Glencore Canada Corporation,,Glencore Canada Corporation,-79.08833333,48.22638889,Active,2012.0,Downstream,9.5,2900000,2900000,Very High,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (1173508.894236 61394.072032),QC-MAIN-30c1828c,75
TAIL-f441ecf0-2019-1,2019,QC-TAIL-f441ecf0,"Noranda 5 (Dyke N5-1,2,3)",Fonderie Horne,Glencore Canada Corporation,,Glencore Canada Corporation,-79.09444444,48.22111111,Active,2015.0,Upstream,8.0,5000000,7500000,Very High,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (1173213.301578 60710.986253),QC-MAIN-30c1828c,75
TAIL-49281112-2019-1,2019,QC-TAIL-49281112,Waite Amulet TSF (Acid rock drainage water pond) (Principal Dike),Fonderie Horne,Glencore Canada Corporation,,Glencore Canada Corporation,-79.07521111,48.33078889,Closed,1973.0,Centreline,3.0,650000,650000,,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (1171571.975278 72915.309356),QC-MAIN-30c1828c,75
TAIL-cbf72b8b-2019-1,2019,QC-TAIL-cbf72b8b,Quémont-2 TSF (A-G),Fonderie Horne,Glencore Canada Corporation,,Glencore Canada Corporation,-78.97833333,48.26805556,Inactive,1989.0,Downstream,14.0,8200000,8200000,Very High,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (1180291.679754 67930.7164),QC-MAIN-30c1828c,75
TAIL-247bbb8f-2019-1,2019,ON-TAIL-247bbb8f,Neutralizing Reservoir Dam,Onaping Area Mines,Glencore Canada Corporation,,Glencore Canada Corporation,-81.33527778,46.64277778,Active,1968.0,Centreline,15.0,9000000,10000000,Very High,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (1048340.356233 -150303.130538),,24
TAIL-9e205ce7-2019-1,2019,ON-TAIL-9e205ce7,Polishing Reservoir Dam,Onaping Area Mines,Glencore Canada Corporation,,Glencore Canada Corporation,-81.349975,46.64514444,Inactive,,Centreline,8.0,0,0,Very High,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (1047173.600587 -150285.666969),,24
TAIL-0a70bfd6-2019-1,2019,ON-TAIL-0a70bfd6,Strathcona Tailings Area Dam 3A & 3B,Onaping Area Mines,Glencore Canada Corporation,,Glencore Canada Corporation,-81.31111111,46.65916667,Active,2001.0,Centreline,13.0,4000000,4000000,Very High,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (1049772.837341 -148107.262589),,24
TAIL-b4e1cde4-2019-1,2019,ON-TAIL-b4e1cde4,Smelter Complex (Dam 1),Smelter Complex,Sudbury Integrated Nickel Operations,Glencore,Sudbury Integrated Nickel Operations,-80.7825,46.59222222,Inactive,,Centreline,13.0,Unknown,Unknown,High,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (1091312.321589 -146545.531177),,22
TAIL-835ba312-2019-1,2019,ON-TAIL-835ba312,Smelter Complex Dam 12,Smelter Complex,Sudbury Integrated Nickel Operations,Glencore,Sudbury Integrated Nickel Operations,-80.78607222,46.597875,Inactive,,Centreline,17.0,Unknown,Unknown,High,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (1090902.052117 -145987.920539),,22
TAIL-e46d48a2-2019-1,2019,ON-TAIL-e46d48a2,Smelter Complex East Mine Tailings,Smelter Complex,Sudbury Integrated Nickel Operations,Glencore,Sudbury Integrated Nickel Operations,-80.7858,46.57901944,Inactive,1946.0,Upstream,15.0,9000000,9000000,High,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (1091391.77943 -148047.702583),,22
TAIL-ff93b771-2019-1,2019,ON-TAIL-ff93b771,Nickel Rim South NR-2,Nickel Rim Mine,Sudbury Integrated Nickel Operations,Glencore,Sudbury Integrated Nickel Operations,-80.80472222,46.67027778,Inactive,,Downstream,2.5,Unknown,Unknown,Significant,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (1087695.650395 -138381.363473),ON-MAIN-fcb287a4,22
TAIL-a37f6a61-2019-1,2019,ON-TAIL-a37f6a61,Nickel Rim South (Moose Lake Dam),Nickel Rim Mine,Sudbury Integrated Nickel Operations,Glencore,Sudbury Integrated Nickel Operations,-80.7975,46.66083333,Inactive,2003.0,Downstream,5.0,0,0,Significant,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (1088474.558681 -139291.585738),ON-MAIN-fcb287a4,22
TAIL-fab4954a-2019-1,2019,QC-TAIL-fab4954a,Raglan (Tailings Dry Stack),Raglan Mine,Raglan Mine,Glencore,Raglan Mine,-73.67841389,61.687425,Active,1998.0,Dry stack,35.0,11000000,14000000,Significant,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (1074839.354903 1568744.865973),QC-MAIN-a97821c0,10
TAIL-654f4f06-2019-1,2019,ON-TAIL-654f4f06,Hardy Mine (Tailings Dam),Hardy Mine,Subsidiary,,Glencore,-81.40777778,46.63694444,Closed,,Downstream,15.0,Unknown,Unknown,High,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (1043002.27063 -152134.86422),,24
TAIL-b60ebaec-2019-1,2019,QC-TAIL-b60ebaec,Ferrite (West),CEZinc Processing Plant,Noranda Income Fund,"Noranda Income Fund, Glencore Canada and CEZinc",Canada Electrolytic Zinc Limited (CEZinc),-74.07583333,45.23111111,Active,1997.0,Dry stack,3.0,3000000,4000000,Low,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (1640022.141004 -150083.88195),,74
TAIL-8b32787f-2019-1,2019,QC-TAIL-8b32787f,Ferrite North,CEZinc Processing Plant,Noranda Income Fund,"Noranda Income Fund, Glencore Canada and CEZinc",Canada Electrolytic Zinc Limited (CEZinc),-74.12361111,45.23138889,Active,1982.0,Downstream,6.0,,,High,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (1636402.843337 -151284.729344),,74
TAIL-ca08d778-2019-1,2019,QC-TAIL-ca08d778,Ferrite South,CEZinc Processing Plant,Noranda Income Fund,"Noranda Income Fund, Glencore Canada and CEZinc",Canada Electrolytic Zinc Limited (CEZinc),-74.1275,45.23472222,Active,1990.0,Downstream,6.0,1200000,1200000,Very High,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (1635987.690571 -151028.362856),,74
TAIL-0fe972f1-2019-1,2019,QC-TAIL-0fe972f1,Jarofix (North Dyke),CEZinc Processing Plant,Noranda Income Fund,"Noranda Income Fund, Glencore Canada and CEZinc",Canada Electrolytic Zinc Limited (CEZinc),-74.11972222,45.23083333,Closed,1977.0,Downstream,5.5,Unknown,Unknown,High,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (1636716.878378 -151244.070246),,74
TAIL-28301156-2019-1,2019,QC-TAIL-28301156,Jarosite Triangular North-West,CEZinc Processing Plant,Noranda Income Fund,"Noranda Income Fund, Glencore Canada and CEZinc",Canada Electrolytic Zinc Limited (CEZinc),-74.10888889,45.22861111,Active,1973.0,Downstream,3.5,1500000,1600000,High,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (1637616.274678 -151202.82155),,74
TAIL-ed4689f3-2019-1,2019,QC-TAIL-ed4689f3,Jarosite North,CEZinc Processing Plant,Noranda Income Fund,"Noranda Income Fund, Glencore Canada and CEZinc",Canada Electrolytic Zinc Limited (CEZinc),-74.10888889,45.23083333,Active,1970.0,Downstream,3.5,500000,500000,Significant,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (1637535.308548 -150965.236669),,74
TAIL-d5555f0e-2019-1,2019,QC-TAIL-d5555f0e,Jarosite North-East,CEZinc Processing Plant,Noranda Income Fund,"Noranda Income Fund, Glencore Canada and CEZinc",Canada Electrolytic Zinc Limited (CEZinc),-74.10416667,45.22805556,Active,1973.0,Downstream,3.0,Unknown,Unknown,Very High,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (1637993.274894 -151140.623651),,74
TAIL-315e56b9-2019-1,2019,QC-TAIL-315e56b9,UNA (North-West),CEZinc Processing Plant,Noranda Income Fund,"Noranda Income Fund, Glencore Canada and CEZinc",Canada Electrolytic Zinc Limited (CEZinc),-74.10416667,45.23527778,Active,1966.0,Downstream,11.0,4000000,4300000,High,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (1637730.079786 -150368.498604),,74
TAIL-2d3dd4cf-2019-1,2019,QC-TAIL-2d3dd4cf,UNA South,CEZinc Processing Plant,Noranda Income Fund,"Noranda Income Fund, Glencore Canada and CEZinc",Canada Electrolytic Zinc Limited (CEZinc),-74.10472222,45.23361111,Active,1966.0,Upstream,11.5,4000000,4300000,High,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (1637748.850933 -150560.984114),,74
TAIL-b8b72f09-2019-1,2019,ON-TAIL-b8b72f09,"Tailings Management Area (TMA), Perimeter Dyke, Corckys Pond, Pond A-C",Kidd Metallurgical Site,Kidd Operations,Glencore,Kidd Operations,-81.09666667,48.59305556,Active,1969.0,Centreline,10.0,80000000,88000000,High,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (1019071.111149 66531.739844),,23
TAIL-e6a41bff-2019-1,2019,ON-TAIL-e6a41bff,"TMA Pond D, West Dam",Kidd Metallurgical Site,Kidd Operations,Glencore,Kidd Operations,-81.11527778,48.5575,Active,1969.0,Centreline,6.5,,,High,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (1018586.406413 62367.318014),,23
TAIL-9fc8abf9-2019-1,2019,ON-TAIL-9fc8abf9,"TMA Pond E, North Dam",Kidd Metallurgical Site,Kidd Operations,Glencore,Kidd Operations,-81.11888889,48.56166667,Active,2001.0,Centreline,7.0,,,Significant,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (1018225.224445 62762.628534),,23
TAIL-b75d7f60-2019-1,2019,QC-TAIL-b75d7f60," Central Pond, (Lalanne Dyke and Central Dyke)",Matagami Mine,Glencore Canada Corporation,Glencore,Glencore Canada Corporation,-77.767269,49.743986,Closed,2002.0,Centreline,8.9,8070000,8070000,High,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (1223467.220442 249383.902101),,107
TAIL-789c055f-2019-1,2019,QC-TAIL-789c055f,"South Pond, (South Dyke)",Matagami Mine,Glencore Canada Corporation,Glencore,Glencore Canada Corporation,-77.7675,49.71944444,Active,1969.0,,3.0,3080000,7950000,Significant,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (1224179.704763 246756.70494),,107
TAIL-7cd6506b-2019-1,2019,QC-TAIL-7cd6506b,West Ponds,Matagami Mine,Glencore Canada Corporation,Glencore,Glencore Canada Corporation,-77.79611111,49.74305556,Closed,1977.0,Centreline,5.5,1890000,1890000,Significant,CDA 2007 (2013),https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,,tailings_source_df,POINT (1221497.321486 248730.131273),,107
TAIL-d3eec27e-2019-1,2019,BC-TAIL-d3eec27e,Mount Milligan TSF,Mount Milligan,Thompson Creek Metals Company Inc,Centerra Gold,Thompson Creek Metals Company Inc,-124.02302,55.125756,Active,2013.0,Centreline,100.0,86000000,111100000,Very High,Canadian Dam Association (CDA) 2013,https://cg-raw.s3.amazonaws.com/cg/reports/CenterraGold_TSFDisclosure_June2019_Final.pdf,,tailings_source_df,POINT (-1753521.839711 1081683.130925),BC-MAIN-ed23117f,55
TAIL-7de866df-2019-1,2019,BC-TAIL-7de866df,Kemess South TSF,Kemess South,AuRico Metals Inc,Centerra Gold,AuRico Metals Inc,-126.66972,57.0216667,Inactive,1998.0,Modified Centreline,180.0,141000000,141000000,Very High,Canadian Dam Association (CDA) 2013,https://cg-raw.s3.amazonaws.com/cg/reports/CenterraGold_TSFDisclosure_June2019_Final.pdf,,tailings_source_df,POINT (-1801952.342492 1339224.386222),BC-MAIN-e34feb4d,91
TAIL-407312ae-2019-1,2019,BC-TAIL-407312ae,"Endako
Tailings Ponds #1 & #3",Endako,Thompson Creek Metals Company Inc.,"Joint Venture: Centerra(75%,), Sojitz (25%)",Thompson Creek Metals Company Inc.,-125.09353,54.0507861,Inactive Care and Maintenance,1965.0,Upstream,96.0,216000000,216000000,"High, Significant",Canadian Dam Association (CDA) 2013,https://cg-raw.s3.amazonaws.com/cg/reports/CenterraGold_TSFDisclosure_June2019_Final.pdf,,tailings_source_df,POINT (-1866946.879071 1007089.663486),,139
TAIL-3233ee62-2019-1,2019,BC-TAIL-3233ee62,"Endako
Tailings Pond #2",Endako,Thompson Creek Metals Company Inc.,"Joint Venture: Centerra
(75%, Operator), Sojitz (25%)",Thompson Creek Metals Company Inc.,-125.09353,54.0507861,Inactive Care and Maintenance,1967.0,Upstream,147.0,107000000,107000000,High,Canadian Dam Association (CDA) 2013,https://cg-raw.s3.amazonaws.com/cg/reports/CenterraGold_TSFDisclosure_June2019_Final.pdf,,tailings_source_df,POINT (-1866946.879071 1007089.663486),,139
TAIL-0bc16986-2019-1,2019,SK-TAIL-0bc16986,"K1;Dykes, Ponds, Expansion, Reclaim",Esterhazy,Mosaic Company (The),,Mosaic Co Potash,-101.947,50.733,Active,1962.0,Downstream,6.0,5593606,5593606,High,Canadian Dam Association,http://investors.mosaicco.com,,tailings_source_df,POINT (-486371.724825 218718.375083),,140
TAIL-d222fd60-2019-1,2019,SK-TAIL-d222fd60,"K2; Dykes, Ponds: Phase I, Phase II, Phase III, Phase IV, Phase V.",Esterhazy,Mosaic Company (The),,Mosaic Co Potash,-101.861,50.663,Active,1967.0,Downstream,5.0,5349082,5349082,High,Canadian Dam Association,http://investors.mosaicco.com,,tailings_source_df,POINT (-481207.334073 210371.362177),,140
TAIL-08c01e36-2019-1,2019,SK-TAIL-08c01e36,"Dykes, Ponds: TMA, Production.",Belle Plaine,Mosaic Company (The),,Mosaic Co Potash,-105.18,50.437,Active,1964.0,Downstream,7.0,1435700,1435700,High,Canadian Dam Association,http://investors.mosaicco.com,,tailings_source_df,POINT (-716310.609694 216841.071935),,141
TAIL-4cd0f09b-2019-1,2019,SK-TAIL-4cd0f09b,"dykes, Ponds: Cooling, Reclaim",Colonsay,Mosaic Company (The),,Mosaic Co Potash,-105.777,51.925,Active,1969.0,Downstream,8.0,6422032,6422032,High,Canadian Dam Association,http://investors.mosaicco.com,,tailings_source_df,POINT (-730231.702771 385649.448491),,142
